uai,school_name,school_level,code_commune,commune,epci_code,epci_nom,code_departement,departement,students_total,latitude,longitude,nearest_transit_hub_id,nearest_transit_hub,nearest_transit_modes,nearest_transit_distance_km,active_transit_hubs_within_500m,active_transit_hubs_within_1000m,weekday_trips_within_500m,weekday_trips_within_1000m
0620766W,Ecole élémentaire RPI 65,École,62709,Riencourt-lès-Cagnicourt,200044048,Communauté de communes Osartis Marquion,62,62 - Pas-de-Calais,26,50.199933,2.95838,STOPAREA:62:8272,RIENCOURT-LES-CAGNICOURT - Eglise,bus,0.136,1,1,11,11
0620626U,Ecole primaire RPI 158,École,62728,Rumaucourt,200044048,Communauté de communes Osartis Marquion,62,62 - Pas-de-Calais,61,50.242385,3.0597,STOPAREA:62:8353,RUMAUCOURT - Place - Monument,bus,0.071,2,4,49,98
0620765V,Ecole élémentaire Sensée Cojeul RPI 54,École,62703,Rémy,200044048,Communauté de communes Osartis Marquion,62,62 - Pas-de-Calais,18,50.253674,2.957179,STOPAREA:62:9383,REMY - Mairie - Ecole,bus,0.019,1,1,6,6
0622778H,Ecole primaire Jules Jambart,École,62734,Sailly-en-Ostrevent,200044048,Communauté de communes Osartis Marquion,62,62 - Pas-de-Calais,65,50.289916,2.99348,STOPAREA:62:8369,SAILLY-EN-OSTREVENT - Eglise,bus,0.17,1,2,6,13
0620629X,Ecole élémentaire RPI 60,École,62739,Sains-lès-Marquion,200044048,Communauté de communes Osartis Marquion,62,62 - Pas-de-Calais,14,50.194501,3.07162,STOPAREA:62:8390,SAINS-LES-MARQUION - Place,bus,0.13,1,1,9,9
0620622P,Ecole élémentaire RPI 84,École,62780,Sauchy-Cauchy,200044048,Communauté de communes Osartis Marquion,62,62 - Pas-de-Calais,23,50.235609,3.0973,STOPAREA:62:8630,SAUCHY-CAUCHY - Mairie,bus,0.064,4,5,28,40
0620630Y,Ecole maternelle RPI 84,École,62781,Sauchy-Lestrée,200044048,Communauté de communes Osartis Marquion,62,62 - Pas-de-Calais,23,50.227498,3.1021,STOPAREA:62:9301,SAUCHY-LESTREE - Mairie - Ecole,bus,0.028,1,5,12,36
0620771B,Ecole primaire RPI 158,École,62782,Saudemont,200044048,Communauté de communes Osartis Marquion,62,62 - Pas-de-Calais,45,50.242846,3.0417,STOPAREA:62:8635,SAUDEMONT - Eglise,bus,0.147,2,2,49,49
0620772C,Ecole primaire Léon Waymel,École,62825,Tortequesne,200044048,Communauté de communes Osartis Marquion,62,62 - Pas-de-Calais,81,50.290936,3.04017,STOPAREA:62:8773,TORTEQUESNE - Rue de Douai,bus,0.197,1,1,31,31
0620773D,Ecole maternelle RPI 65,École,62858,Villers-lès-Cagnicourt,200044048,Communauté de communes Osartis Marquion,62,62 - Pas-de-Calais,19,50.222088,3.010731,STOPAREA:62:8914,VILLERS-LES-CAGNICOURT - Village,bus,0.133,1,2,15,32
0620774E,Ecole maternelle Sensée Cojeul RPI 54,École,62864,Vis-en-Artois,200044048,Communauté de communes Osartis Marquion,62,62 - Pas-de-Calais,53,50.248078,2.93877,STOPAREA:62:9840,VIS-EN-ARTOIS - Place Viseur,bus,0.044,2,3,26,42
0622084D,Collège Pablo Néruda,Collège,62865,Vitry-en-Artois,200044048,Communauté de communes Osartis Marquion,62,62 - Pas-de-Calais,695,50.329403,2.99299,STOPAREA:62:8936,VITRY-EN-ARTOIS - Rue des Meuniers,bus | rail,0.47,2,6,43,158
0620326T,Ecole maternelle Elsa Triolet,École,62865,Vitry-en-Artois,200044048,Communauté de communes Osartis Marquion,62,62 - Pas-de-Calais,82,50.325264,2.983962,StopArea:OCE87342113,Vitry-en-Artois,bus | rail,0.321,5,8,144,213
0623004D,Ecole primaire Jean Jaurès,École,62865,Vitry-en-Artois,200044048,Communauté de communes Osartis Marquion,62,62 - Pas-de-Calais,190,50.332176,2.984729,STOPAREA:62:8933,VITRY-EN-ARTOIS - Jean Jaurès,bus | rail,0.066,4,6,102,128
0624226G,Ecole élémentaire Victor Hugo,École,62865,Vitry-en-Artois,200044048,Communauté de communes Osartis Marquion,62,62 - Pas-de-Calais,178,50.32557,2.97798,StopArea:OCE87342113,Vitry-en-Artois,bus | rail,0.248,2,8,62,206
0621025C,Ecole primaire,École,62020,Alembon,200072478,Communauté de communes Pays d'Opale,62,62 - Pas-de-Calais,144,50.784488,1.88748,STOPAREA:62:7485,LICQUES - Place du G de Gaulle,,3.109,0,0,0,0
0621027E,Ecole primaire Les sources bleues,École,62031,Andres,200072478,Communauté de communes Pays d'Opale,62,62 - Pas-de-Calais,232,50.865755,1.9217,STOPAREA:62:5879,BALINGHEM - R Drap d'Or N°1923,,1.609,0,0,0,0
0620379A,Ecole maternelle André Pruvot,École,62038,Ardres,200072478,Communauté de communes Pays d'Opale,62,62 - Pas-de-Calais,62,50.851777,1.97486,STOPAREA:62:5671,ARDRES - Maréchal Leclerc,bus,0.257,2,5,65,77
0623638T,Ecole maternelle Charles Perrault,École,62038,Ardres,200072478,Communauté de communes Pays d'Opale,62,62 - Pas-de-Calais,69,50.875437,1.97928,STOPAREA:62:5675,ARDRES - Rossignol,bus,0.219,2,2,65,65
0622704C,Ecole primaire privée Notre-Dame de Grâce,École,62038,Ardres,200072478,Communauté de communes Pays d'Opale,62,62 - Pas-de-Calais,231,50.852697,1.978279,STOPAREA:62:5671,ARDRES - Maréchal Leclerc,bus,0.013,3,5,69,77
0623502V,Ecole élémentaire Anne Frank,École,62038,Ardres,200072478,Communauté de communes Pays d'Opale,62,62 - Pas-de-Calais,113,50.851931,1.973969,STOPAREA:62:5671,ARDRES - Maréchal Leclerc,bus,0.309,1,5,31,77
0622991P,Ecole élémentaire Pierre et Marie Curie,École,62038,Ardres,200072478,Communauté de communes Pays d'Opale,62,62 - Pas-de-Calais,135,50.875622,1.97881,STOPAREA:62:5675,ARDRES - Rossignol,bus,0.228,2,2,65,65
0623869U,Ecole primaire du Camp du Drap d'Or RPI 134,École,62078,Balinghem,200072478,Communauté de communes Pays d'Opale,62,62 - Pas-de-Calais,86,50.868177,1.94843,STOPAREA:62:5880,BALINGHEM - Rue du Milieu N°16,bus,0.441,1,2,6,8
0621028F,Ecole primaire,École,62161,Bouquehault,200072478,Communauté de communes Pays d'Opale,62,62 - Pas-de-Calais,95,50.828204,1.91009,STOPAREA:62:5878,BALINGHEM - Camp du Drap d'Or,,3.083,0,0,0,0
0621118D,Ecole primaire Jacques Prévert,École,62174,Brêmes,200072478,Communauté de communes Pays d'Opale,62,62 - Pas-de-Calais,206,50.856002,1.959961,STOPAREA:62:6251,BREMES - Mairie,bus,0.028,1,3,6,18
0621030H,Ecole primaire,École,62191,Caffiers,200072478,Communauté de communes Pays d'Opale,62,62 - Pas-de-Calais,164,50.838975,1.81281,StopArea:OCE87317321,Caffiers,,1.204,0,0,0,0
0624167T,Ecole primaire Les Marronniers,École,62203,Campagne-lès-Guines,200072478,Communauté de communes Pays d'Opale,62,62 - Pas-de-Calais,38,50.84099,1.90416,STOPAREA:62:5878,BALINGHEM - Camp du Drap d'Or,,2.409,0,0,0,0
0621032K,Ecole primaire Jean de Fiennes,École,62334,Fiennes,200072478,Communauté de communes Pays d'Opale,62,62 - Pas-de-Calais,57,50.828656,1.826744,StopArea:OCE87317321,Caffiers,,2.558,0,0,0,0
0620088J,Collège Les Quatre Vents,Collège,62397,Guînes,200072478,Communauté de communes Pays d'Opale,62,62 - Pas-de-Calais,467,50.864755,1.867721,StopArea:OCE87317321,Caffiers,,4.224,0,0,0,0
0624011Y,Ecole primaire André Guilbert,École,62397,Guînes,200072478,Communauté de communes Pays d'Opale,62,62 - Pas-de-Calais,85,50.885876,1.896563,STOPAREA:62:5731,LES ATTAQUES - Mairie,,3.627,0,0,0,0
0624124W,Ecole primaire Warnault-du Centre,École,62397,Guînes,200072478,Communauté de communes Pays d'Opale,62,62 - Pas-de-Calais,278,50.866846,1.872701,StopArea:OCE87317321,Caffiers,,4.638,0,0,0,0
0622511T,Ecole primaire privée Jean Bosco,École,62397,Guînes,200072478,Communauté de communes Pays d'Opale,62,62 - Pas-de-Calais,183,50.869722,1.868179,StopArea:OCE87317321,Caffiers,,4.498,0,0,0,0
0622150A,Lycée polyvalent Jean Bosco,Collège + Lycée GT + Lycée pro / BTS,62397,Guînes,200072478,Communauté de communes Pays d'Opale,62,62 - Pas-de-Calais,356,50.869851,1.86806,StopArea:OCE87317321,Caffiers,,4.498,0,0,0,0
0623155T,Ecole primaire RPI 159,École,62412,Hardinghen,200072478,Communauté de communes Pays d'Opale,62,62 - Pas-de-Calais,83,50.806347,1.818859,STOPAREA:62:7134,HARDINGHEN - Ecole,bus,0.057,1,1,2,2
0622655Z,Ecole primaire privée Saint Joseph,École,62412,Hardinghen,200072478,Communauté de communes Pays d'Opale,62,62 - Pas-de-Calais,104,50.806099,1.822956,STOPAREA:62:7134,HARDINGHEN - Ecole,bus,0.28,1,1,2,2
0621043X,Ecole élémentaire mixte RPI 159,École,62439,Hermelinghen,200072478,Communauté de communes Pays d'Opale,62,62 - Pas-de-Calais,21,50.80182,1.859041,STOPAREA:62:7134,HARDINGHEN - Ecole,,2.85,0,0,0,0
0621124K,Ecole primaire Des Lilas,École,62488,Landrethun-lès-Ardres,200072478,Communauté de communes Pays d'Opale,62,62 - Pas-de-Calais,77,50.824695,1.959891,STOPAREA:62:7381,LANDRETHUN-LES-ARDRES - Mairie,bus,0.031,1,2,6,12
0620194Z,Collège Jean Rostand,Collège,62506,Licques,200072478,Communauté de communes Pays d'Opale,62,62 - Pas-de-Calais,370,50.783279,1.94493,STOPAREA:62:7485,LICQUES - Place du G de Gaulle,bus,0.937,0,1,0,12
0623895X,Ecole primaire Jacques Prévert,École,62506,Licques,200072478,Communauté de communes Pays d'Opale,62,62 - Pas-de-Calais,214,50.782342,1.943289,STOPAREA:62:7485,LICQUES - Place du G de Gaulle,bus,0.844,0,1,0,12
0621125L,Ecole primaire des Petits Artistes RPI 143,École,62531,Louches,200072478,Communauté de communes Pays d'Opale,62,62 - Pas-de-Calais,85,50.827563,2.006551,STOPAREA:62:7890,NIELLES-LES-ARDRES - Mairie,,1.748,0,0,0,0
0624169V,Ecole maternelle publique du Camp du Drap d'Or RPI 134,École,62716,Rodelinghem,200072478,Communauté de communes Pays d'Opale,62,62 - Pas-de-Calais,44,50.837439,1.92998,STOPAREA:62:5878,BALINGHEM - Camp du Drap d'Or,,1.575,0,0,0,0
0623031H,Ecole maternelle de la Grande Vallée RPI 46,École,62022,Alincthun,200018083,Communauté de communes de Desvres-Samer,62,62 - Pas-de-Calais,20,50.730542,1.79671,STOPAREA:62:5595,ALINCTHUN - Mairie - Place,bus,0.378,1,1,3,3
0620881W,Ecole primaire RPI 2,École,62105,Belle-et-Houllefort,200018083,Communauté de communes de Desvres-Samer,62,62 - Pas-de-Calais,44,50.743935,1.74566,STOPAREA:62:5974,BELLE-ET-HOULLEFORT - Voie la Place,bus,0.917,0,2,0,6
0624209N,Ecole élémentaire RPI 2,École,62104,Bellebrune,200018083,Communauté de communes de Desvres-Samer,62,62 - Pas-de-Calais,26,50.728316,1.783639,STOPAREA:62:5965,BELLEBRUNE - La Massonnerie,bus,0.585,0,2,0,6
0620882X,Ecole primaire de la Grande Vallée RPI 46,École,62165,Bournonville,200018083,Communauté de communes de Desvres-Samer,62,62 - Pas-de-Calais,14,50.70369,1.85149,STOPAREA:62:6214,BOURNONVILLE - Mairie - Ecole,bus,0.015,1,2,3,6
0620883Y,Ecole élémentaire RPI 80,École,62179,Brunembert,200018083,Communauté de communes de Desvres-Samer,62,62 - Pas-de-Calais,20,50.714184,1.895139,STOPAREA:62:6274,BRUNEMBERT - Place Servois,bus,0.157,1,1,3,3
0621235F,Ecole primaire publique RPI 72,École,62214,Carly,200018083,Communauté de communes de Desvres-Samer,62,62 - Pas-de-Calais,50,50.653331,1.700521,STOPAREA:62:6418,CARLY - Terrain de Tennis,bus,0.496,1,2,18,44
0620884Z,Ecole primaire des Sources,École,62230,Colembert,200018083,Communauté de communes de Desvres-Samer,62,62 - Pas-de-Calais,115,50.746912,1.84033,STOPAREA:62:6469,COLEMBERT - Village,bus,0.266,1,1,12,12
0620885A,Ecole élémentaire RPI 156,École,62251,Courset,200018083,Communauté de communes de Desvres-Samer,62,62 - Pas-de-Calais,75,50.648943,1.852811,STOPAREA:62:6648,DESVRES - Rue de Monsigny,,2.064,0,0,0,0
0624201E,Ecole maternelle Val de Liane RPI 88,École,62255,Crémarest,200018083,Communauté de communes de Desvres-Samer,62,62 - Pas-de-Calais,50,50.698852,1.786469,STOPAREA:62:6580,CREMAREST - Eglise,bus,0.082,2,4,6,12
0623023Z,Collège du Caraquet,Collège,62268,Desvres,200018083,Communauté de communes de Desvres-Samer,62,62 - Pas-de-Calais,576,50.667755,1.827519,STOPAREA:62:9504,DESVRES - Collège du Caraquet,bus,0.114,3,8,32,106
0620415P,Ecole maternelle Jules Ferry,École,62268,Desvres,200018083,Communauté de communes de Desvres-Samer,62,62 - Pas-de-Calais,145,50.669801,1.835091,STOPAREA:62:6646,DESVRES - Poste,bus,0.086,2,8,45,130
0623476S,Ecole primaire privée Saint Nicolas,École,62268,Desvres,200018083,Communauté de communes de Desvres-Samer,62,62 - Pas-de-Calais,208,50.668077,1.83557,STOPAREA:62:6644,DESVRES - Eglise,bus,0.051,3,7,55,109
0620888D,Ecole élémentaire Jehan Molinet,École,62268,Desvres,200018083,Communauté de communes de Desvres-Samer,62,62 - Pas-de-Calais,128,50.666517,1.836301,STOPAREA:62:6644,DESVRES - Eglise,bus,0.157,2,6,45,106
0620886B,Ecole élémentaire Madame de Sévigné,École,62268,Desvres,200018083,Communauté de communes de Desvres-Samer,62,62 - Pas-de-Calais,82,50.668402,1.831151,STOPAREA:62:9504,DESVRES - Collège du Caraquet,bus,0.218,4,7,68,101
0621242N,Ecole maternelle RPI 71,École,62273,Doudeauville,200018083,Communauté de communes de Desvres-Samer,62,62 - Pas-de-Calais,45,50.614629,1.83176,STOPAREA:62:9074,ZOTEUX - Mairie - Ecole,,3.424,0,0,0,0
0621245S,Ecole élémentaire RPI 102,École,62402,Halinghen,200018083,Communauté de communes de Desvres-Samer,62,62 - Pas-de-Calais,35,50.60247,1.69092,STOPAREA:62:7856,NEUFCHATEL-HARDELOT - Mairie,,3.873,0,0,0,0
0620889E,Ecole élémentaire de la Grande Vallée RPI 46,École,62429,Henneveux,200018083,Communauté de communes de Desvres-Samer,62,62 - Pas-de-Calais,16,50.723556,1.85115,STOPAREA:62:9444,HENNEVEUX - Mairie,bus,0.039,1,2,3,6
0621233D,Ecole élémentaire RPI 72,École,62483,Lacres,200018083,Communauté de communes de Desvres-Samer,62,62 - Pas-de-Calais,21,50.602986,1.75285,STOPAREA:62:8601,SAMER - Collège Le Trion,,3.994,0,0,0,0
0620890F,Ecole élémentaire RPI 2,École,62880,Le Wast,200018083,Communauté de communes de Desvres-Samer,62,62 - Pas-de-Calais,19,50.75053,1.801979,STOPAREA:62:9460,LE WAST - Statue de la Vierge,bus,0.427,1,1,3,3
0620891G,Ecole primaire,École,62524,Longfossé,200018083,Communauté de communes de Desvres-Samer,62,62 - Pas-de-Calais,142,50.652176,1.805101,STOPAREA:62:7572,LONGFOSSE - Place de la Mairie,bus,0.006,1,2,19,28
0620893J,Ecole primaire RPI 78,École,62530,Lottinghen,200018083,Communauté de communes de Desvres-Samer,62,62 - Pas-de-Calais,60,50.680618,1.92655,STOPAREA:62:8658,SELLES - Route de Desvres,,3.092,0,0,0,0
0620894K,Ecole primaire RPI des deux monts (RPI 153),École,62566,Menneville,200018083,Communauté de communes de Desvres-Samer,62,62 - Pas-de-Calais,83,50.67473,1.8615,STOPAREA:62:6648,DESVRES - Rue de Monsigny,,1.324,0,0,0,0
0620895L,Ecole élémentaire de la Grande Vallée RPI 46,École,62599,Nabringhen,200018083,Communauté de communes de Desvres-Samer,62,62 - Pas-de-Calais,20,50.74626,1.85323,STOPAREA:62:7840,NABRINGHEN - Mairie - Ecole,bus,0.644,0,2,0,24
0620897N,Ecole primaire du Verval RPI 80,École,62678,Quesques,200018083,Communauté de communes de Desvres-Samer,62,62 - Pas-de-Calais,70,50.699243,1.9712,STOPAREA:62:6112,BLEQUIN - Pont de Bléquin,,4.255,0,0,0,0
0621262K,Ecole primaire Val de Liane RPI 88,École,62679,Questrecques,200018083,Communauté de communes de Desvres-Samer,62,62 - Pas-de-Calais,25,50.67258,1.75438,STOPAREA:62:8149,QUESTRECQUES - Rue de la Place,,1.01,0,0,0,0
0620898P,Ecole primaire RPI des deux monts (RPI 153),École,62759,Saint-Martin-Choquel,200018083,Communauté de communes de Desvres-Samer,62,62 - Pas-de-Calais,21,50.671775,1.8805,STOPAREA:62:6648,DESVRES - Rue de Monsigny,,2.414,0,0,0,0
0622950V,Collège Le Trion,Collège,62773,Samer,200018083,Communauté de communes de Desvres-Samer,62,62 - Pas-de-Calais,1286,50.638912,1.750174,STOPAREA:62:8601,SAMER - Collège Le Trion,bus,0.17,4,5,55,68
0620435L,Ecole maternelle Jean Moulin,École,62773,Samer,200018083,Communauté de communes de Desvres-Samer,62,62 - Pas-de-Calais,168,50.640885,1.74616,STOPAREA:62:8603,SAMER - Mairie,bus,0.16,2,4,49,55
0622592F,Ecole primaire privée Saint Wulmer,École,62773,Samer,200018083,Communauté de communes de Desvres-Samer,62,62 - Pas-de-Calais,126,50.638968,1.74732,STOPAREA:62:8603,SAMER - Mairie,bus,0.131,3,5,50,68
0623517L,Ecole élémentaire Lucien Coustès,École,62773,Samer,200018083,Communauté de communes de Desvres-Samer,62,62 - Pas-de-Calais,312,50.637523,1.745581,STOPAREA:62:8603,SAMER - Mairie,bus,0.218,1,4,27,55
0620899R,Ecole primaire RPI 78,École,62786,Selles,200018083,Communauté de communes de Desvres-Samer,62,62 - Pas-de-Calais,20,50.704052,1.90783,STOPAREA:62:8658,SELLES - Route de Desvres,bus,0.963,0,1,0,3
0620900S,Ecole maternelle RPI 45,École,62789,Senlecques,200018083,Communauté de communes de Desvres-Samer,62,62 - Pas-de-Calais,24,50.649842,1.93661,STOPAREA:62:5957,BECOURT - Monument aux Morts,,2.275,0,0,0,0
0621270U,Ecole élémentaire RPI 72,École,62821,Tingry,200018083,Communauté de communes de Desvres-Samer,62,62 - Pas-de-Calais,25,50.619047,1.731601,STOPAREA:62:8603,SAMER - Mairie,,2.479,0,0,0,0
0621271V,Ecole élémentaire RPI 72,École,62845,Verlincthun,200018083,Communauté de communes de Desvres-Samer,62,62 - Pas-de-Calais,23,50.630165,1.68535,STOPAREA:62:6418,CARLY - Terrain de Tennis,,2.667,0,0,0,0
0620902U,Ecole élémentaire La Calique RPI 45,École,62853,Vieil-Moutier,200018083,Communauté de communes de Desvres-Samer,62,62 - Pas-de-Calais,16,50.661553,1.90614,STOPAREA:62:5958,BECOURT - Rue Noire,,2.553,0,0,0,0
0620901T,Ecole élémentaire RPI 45,École,62853,Vieil-Moutier,200018083,Communauté de communes de Desvres-Samer,62,62 - Pas-de-Calais,24,50.669518,1.913189,STOPAREA:62:5958,BECOURT - Rue Noire,,3.532,0,0,0,0
0620903V,Ecole élémentaire Val de Liane RPI 88,École,62896,Wirwignes,200018083,Communauté de communes de Desvres-Samer,62,62 - Pas-de-Calais,66,50.684637,1.76201,STOPAREA:62:9041,WIRWIGNES - Rue de Desvres,bus,0.345,1,1,23,23
0620024P,Collège du Bredenarde,Collège,62057,Audruicq,246200844,Communauté de communes de la Région d'Audruicq,62,62 - Pas-de-Calais,593,50.877151,2.069709,STOPAREA:59:0118,AUDRUICQ - Gare,bus | rail,0.472,2,3,49,51
0624191U,Ecole primaire du Brédenarde,École,62057,Audruicq,246200844,Communauté de communes de la Région d'Audruicq,62,62 - Pas-de-Calais,782,50.878526,2.07442,StopArea:OCE87281428,Audruicq,bus | rail,0.345,2,2,49,49
0622717S,Ecole primaire privée Sainte-Famille,École,62057,Audruicq,246200844,Communauté de communes de la Région d'Audruicq,62,62 - Pas-de-Calais,192,50.877936,2.08147,StopArea:OCE87281428,Audruicq,bus | rail,0.44,1,2,47,49
0623307H,Ecole primaire,École,62393,Guemps,246200844,Communauté de communes de la Région d'Audruicq,62,62 - Pas-de-Calais,88,50.91584,1.998569,STOPAREA:62:7082,GUEMPS - Place du Cimetière,bus,0.134,1,3,15,45
0621127N,Ecole élémentaire RPI 151 Rive de la Hem,École,62598,Muncq-Nieurlet,246200844,Communauté de communes de la Région d'Audruicq,62,62 - Pas-de-Calais,63,50.847311,2.11499,STOPAREA:59:1631,MUNCQ NIEURLET - Rue du Bourg,bus,0.251,1,1,5,5
0623309K,Ecole primaire Les Lilas,École,62621,Nortkerque,246200844,Communauté de communes de la Région d'Audruicq,62,62 - Pas-de-Calais,140,50.875743,2.02547,StopArea:OCE87287292,Nortkerque,bus | rail,0.798,0,1,0,20
0621090Y,Ecole maternelle Claude Monet RPI 30,École,62623,Nouvelle-Eglise,246200844,Communauté de communes de la Région d'Audruicq,62,62 - Pas-de-Calais,67,50.924293,2.05479,STOPAREA:62:9271,NOUVELLE-EGLISE - Place de l'Eglise,bus,0.154,3,5,21,36
0621091Z,Ecole primaire Georges Brassens,École,62634,Offekerque,246200844,Communauté de communes de la Région d'Audruicq,62,62 - Pas-de-Calais,114,50.941138,2.01791,STOPAREA:62:7954,OFFEKERQUE - Mairie,bus,0.036,1,3,15,35
0623759Z,Collège Les Argousiers,Collège,62645,Oye-Plage,246200844,Communauté de communes de la Région d'Audruicq,62,62 - Pas-de-Calais,481,50.976031,2.0424,STOPAREA:62:9455,OYE-PLAGE - Mairie,bus,0.221,2,5,70,197
0623170J,Ecole maternelle Les Natices,École,62645,Oye-Plage,246200844,Communauté de communes de la Région d'Audruicq,62,62 - Pas-de-Calais,108,50.976671,2.04277,STOPAREA:62:9455,OYE-PLAGE - Mairie,bus,0.151,3,5,81,197
0623542N,Ecole maternelle Les Petits Moulins,École,62645,Oye-Plage,246200844,Communauté de communes de la Région d'Audruicq,62,62 - Pas-de-Calais,68,50.980951,2.03473,STOPAREA:62:9143,OYE-PLAGE - Rue de la Mer N°235,bus,0.292,1,5,11,152
0621094C,Ecole primaire L'Etoile,École,62645,Oye-Plage,246200844,Communauté de communes de la Région d'Audruicq,62,62 - Pas-de-Calais,80,50.987111,2.068341,STOPAREA:62:9169,OYE-PLAGE - Bois Hubert,bus,0.237,1,4,2,68
0621093B,Ecole élémentaire des Dunes d'Oye,École,62645,Oye-Plage,246200844,Communauté de communes de la Région d'Audruicq,62,62 - Pas-de-Calais,267,50.97683,2.04354,STOPAREA:62:9455,OYE-PLAGE - Mairie,bus,0.151,4,5,141,197
0621095D,Ecole primaire Moulin Bleu,École,62662,Polincove,246200844,Communauté de communes de la Région d'Audruicq,62,62 - Pas-de-Calais,76,50.855907,2.10202,STOPAREA:59:1779,POLINCOVE - Place,bus,0.231,1,1,2,2
0621132U,Ecole maternelle Rive de la Hem RPI 151,École,62699,Recques-sur-Hem,246200844,Communauté de communes de la Région d'Audruicq,62,62 - Pas-de-Calais,47,50.835782,2.086869,STOPAREA:59:2578,ZUTKERQUE - Place,,2.359,0,0,0,0
0623829A,Ecole primaire Pablo Picasso,École,62730,Ruminghem,246200844,Communauté de communes de la Région d'Audruicq,62,62 - Pas-de-Calais,123,50.85887,2.157813,STOPAREA:59:1939,RUMINGHEM - Mairie,bus | rail,0.158,2,4,28,34
0621098G,Ecole primaire Jacques Brel,École,62748,Saint-Folquin,246200844,Communauté de communes de la Région d'Audruicq,62,62 - Pas-de-Calais,126,50.945992,2.124741,STOPAREA:59:2176,SAINT FOLQUIN - Salle des Fêtes,bus,0.1,5,9,24,55
0622687J,Ecole primaire privée Sacré-Coeur,École,62748,Saint-Folquin,246200844,Communauté de communes de la Région d'Audruicq,62,62 - Pas-de-Calais,124,50.945716,2.12113,STOPAREA:62:8412,SAINT-FOLQUIN - Ecole Sacré Coeur,bus,0.006,5,7,24,37
0621103M,Ecole primaire Commandant Cousteau,École,62766,Saint-Omer-Capelle,246200844,Communauté de communes de la Région d'Audruicq,62,62 - Pas-de-Calais,54,50.939167,2.101761,STOPAREA:62:8562,SAINT-OMER-CAPELLE - Mairie - Ecole,bus,0.154,2,3,21,36
0623875A,Ecole primaire du Marais de L'Angle,École,62756,Sainte-Marie-Kerque,246200844,Communauté de communes de la Région d'Audruicq,62,62 - Pas-de-Calais,159,50.900231,2.13647,STOPAREA:59:2220,SAINTE MARIE KERQUE - Place de la Mairie,bus,0.178,1,3,7,18
0621104N,Ecole élémentaire Dominique Pourre RPI 30,École,62852,Vieille-Eglise,246200844,Communauté de communes de la Région d'Audruicq,62,62 - Pas-de-Calais,112,50.929058,2.0764,STOPAREA:59:2359,VIEILLE EGLISE - Place,bus,0.114,2,2,20,20
0623856E,Ecole primaire du Centre,École,62906,Zutkerque,246200844,Communauté de communes de la Région d'Audruicq,62,62 - Pas-de-Calais,115,50.853493,2.06792,STOPAREA:59:2578,ZUTKERQUE - Place,bus,0.04,1,1,2,2
0622699X,Ecole primaire privée Saint Joseph,École,62906,Zutkerque,246200844,Communauté de communes de la Région d'Audruicq,62,62 - Pas-de-Calais,78,50.85284,2.06595,STOPAREA:59:2578,ZUTKERQUE - Place,bus,0.124,1,1,2,2
0623804Y,Ecole primaire Eugène Evrard,École,62025,Ambleteuse,246200380,Communauté de communes de la Terre des Deux Caps,62,62 - Pas-de-Calais,122,50.807104,1.614141,STOPAREA:62:5618,AMBLETEUSE - Le Belvédère,bus,0.198,2,3,74,119
0621189F,Ecole primaire RPI 81,École,62052,Audembert,246200380,Communauté de communes de la Terre des Deux Caps,62,62 - Pas-de-Calais,32,50.86114,1.69066,STOPAREA:62:5779,AUDEMBERT - Ecole,bus,0.04,1,1,5,5
0621190G,Ecole primaire Le Village - Regroupement Pédagogique Intercommunal Concentré (RPC) d'AUDINGHEN,École,62054,Audinghen,246200380,Communauté de communes de la Terre des Deux Caps,62,62 - Pas-de-Calais,60,50.851566,1.61348,STOPAREA:62:5792,AUDINGHEN - Eglise,bus,0.093,2,3,78,102
0621191H,Ecole primaire Les Flobarts,École,62056,Audresselles,246200380,Communauté de communes de la Terre des Deux Caps,62,62 - Pas-de-Calais,28,50.823706,1.596051,STOPAREA:62:5803,AUDRESSELLES - R Alexandre Guilmant,bus,0.181,2,2,86,86
0624199C,Ecole maternelle RPI 93,École,62125,Beuvrequen,246200380,Communauté de communes de la Terre des Deux Caps,62,62 - Pas-de-Calais,27,50.801496,1.66547,STOPAREA:62:8939,WACQUINGHEN - Camping,,1.956,0,0,0,0
0622339F,Ecole primaire Jean Ferrat,École,62329,Ferques,246200380,Communauté de communes de la Terre des Deux Caps,62,62 - Pas-de-Calais,130,50.830288,1.76043,StopArea:OCE87316687,Le Haut Banc,,1.753,0,0,0,0
0621195M,Ecole élémentaire Jules Ferry,École,62329,Ferques,246200380,Communauté de communes de la Terre des Deux Caps,62,62 - Pas-de-Calais,50,50.830309,1.761009,StopArea:OCE87316687,Le Haut Banc,,1.736,0,0,0,0
0621198R,Ecole élémentaire RPI 105,École,62444,Hervelinghen,246200380,Communauté de communes de la Terre des Deux Caps,62,62 - Pas-de-Calais,21,50.87909,1.725129,STOPAREA:62:7227,HERVELINGHEN - Lot Jardins de Mils,bus,0.646,0,2,0,11
0621199S,Ecole primaire du Petit Prince,École,62487,Landrethun-le-Nord,246200380,Communauté de communes de la Terre des Deux Caps,62,62 - Pas-de-Calais,142,50.842186,1.77673,StopArea:OCE87317321,Caffiers,,2.644,0,0,0,0
0621201U,Ecole maternelle RPI 81,École,62503,Leubringhen,246200380,Communauté de communes de la Terre des Deux Caps,62,62 - Pas-de-Calais,25,50.858216,1.72146,STOPAREA:62:7476,LEUBRINGHEN - Place de l'Eglise,bus,0.07,1,3,9,37
