id_equipement,id_installation,installation,equipement,code_commune,commune,epci_code,epci_nom,dep_code,departement,typologie_commune_source,particularite_installation,particularite_installation_brute,famille_equipement,type_equipement,code_type_equipement,rnb_id,type_utilisation,longueur_m,largeur_m,surface_bassin_m2,profondeur_min_m,profondeur_max_m,nb_couloirs,longitude,latitude,activites
E002I625490001,I625490001,Aquatic & Bowling Center de l'Hesdinois,Bassin ludique,62549,Marconne,200044030,CC des 7 Vallées,62,Pas-de-Calais,Petites villes,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,,"Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers",15.0,4.0,60.0,0.8,1.4,,2.029365,50.367088,Baignade loisirs
E002I626430016,I626430016,PISCINE INTERCOMMUNAL OCEANE,Petit bassin ludique,62643,Outreau,246200729,CA du Boulonnais,62,Pas-de-Calais,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",,,150.0,0.2,1.3,,1.584418,50.70488,Aquagym | Baignade loisirs
E002I627670011,I627670011,Piscine Municipale,Bassin ludique,62767,Saint-Pol-sur-Ternoise,200069672,CC du Ternois,62,Pas-de-Calais,Petites villes,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,,"Individuel(s),famille(s)",10.0,10.0,100.0,0.2,1.0,,2.32205,50.37775,Baignade loisirs
E004I020370001,I020370001,Complexe sportif,Terrain de football entrainement,02037,Aulnois-sous-Laon,200043495,CA du Pays de Laon,02,Aisne,Bourgs ruraux,"Complexe sportif,Piscine",Complexe sportif | Piscine,Terrain de grands jeux,Terrain de football,2802,,"Clubs sportifs,comités,ligues,fédérations",,,,,,,3.6124,49.60574,Football / Football en salle (Futsal)
E004I020710003,I020710003,"Camping ""La Croix du vieux Pont",Etangs et Rivière,02071,Berny-Rivière,200071991,CC Retz-en-Valois,02,Aisne,Rural à habitat dispersé,Piscine,Piscine,Site d'activités aquatiques et nautiques,Site de pêche,2420,,,,,,,,,3.128348,49.406191,Canoë de randonnée | Pêche au coup en eau douce
E004I026910035,I026910035,Base Urbaine de Loisirs de Saint Quentin,Salle Fitness,02691,Saint-Quentin,200071892,CA du Saint-Quentinois,02,Aisne,Centres urbains intermédiaires,"Complexe sportif,Piscine,Patinoire",Complexe sportif | Piscine | Patinoire,Equipement d'activités de forme et de santé,Salle de cours collectifs,801,NNH171HDB4CR,"Individuel(s),famille(s)",,,,,,,3.28562,49.83933,Activités de forme et de santé | Gymnastique Aérobic
E004I027200001,I027200001,Espace sportif - Centre aquatique Rêvéo,Salle de musculation,02720,Sissonne,240200576,CC de la Champagne Picarde,02,Aisne,Bourgs ruraux,"Complexe sportif,Piscine",Complexe sportif | Piscine,Equipement d'activités de forme et de santé,Salle de musculation/cardiotraining,802,3YFJW8RK28YF,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Autre - association(s) et groupes divers",,,,,,,3.8984,49.5666,Musculation
E003I800010025,I800010025,Piscine : AQU'ABB,Bassin 50 m découvrable,80001,Abbeville,200070993,CA de la Baie de Somme,80,Somme,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin mixte de natation,101,,"Individuel(s),famille(s)",50.0,21.0,1050.0,2.0,2.0,,1.840918,50.110685,Baignade loisirs | Natation course sportive | Natation synchronisée | Plongée subaquatique (Plongée libre) | Triathlon | Water-Polo
E003I805700001,I805700001,Centre aquatique Alméo,Bassin de réception toboggan,80570,Moreuil,200070969,CC Avre Luce Noye,80,Somme,Bourgs ruraux,Piscine,Piscine,Bassin de natation,Bassin de réception de toboggan,106,KHW35W4AGF2D,"Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers",6.3,6.9,43.0,0.2,0.2,,2.49116,49.7673,Baignade loisirs
E003I806200031,I806200031,Piscine Tournesol,Terrain de badminton,80620,Péronne,200037059,CC de la Haute Somme (Combles - Péronne - Roisel),80,Somme,Petites villes,Piscine,Piscine,Salle ou terrain spécialisé,Salle ou terrain de badminton,2119,,"Individuel(s),famille(s)",,,,,,,2.94464,49.93579,Badminton | Jeu de volant
E004I620480002,I620480002,COMPLEXE BASLY,TERRAIN D ENTRAINEMENT stabilisé,62048,Auchel,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,Centres urbains intermédiaires,"Complexe sportif,Piscine",Complexe sportif | Piscine,Terrain de grands jeux,Terrain de football,2802,,"Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",,,,,,,2.468464,50.506812,Football / Football en salle (Futsal)
E004I621190008,I621190008,CENTRE AQUATIQUE CITE d'O,BASSIN D'APPRENTISSAGE - BASSIN LUDIQUE,62119,Béthune,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin mixte de natation,101,ZAE2DKN9F8K4,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",35.0,8.5,230.0,0.9,1.5,,2.630925,50.533248,Activités de forme et de santé | Aquagym | Baignade loisirs | Natation course sportive
E004I624980051,I624980051,Aqualens,Salle de fitness,62498,Lens,246200364,CA de Lens - Liévin,62,Pas-de-Calais,Grands centres urbains,Piscine,Piscine,Equipement d'activités de forme et de santé,Salle de cours collectifs,801,,"Individuel(s),famille(s)",,,,,,,2.81883,50.431596,Activités de forme et de santé
E004I625100041,I625100041,Espace aquatique et de remise en forme NAUTICAA,Bassin de réception toboggan,62510,Liévin,246200364,CA de Lens - Liévin,62,Pas-de-Calais,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin de réception de toboggan,106,F8QHKT486WFE,"Individuel(s),famille(s),Scolaires,universités",7.0,4.0,28.0,1.1,1.1,,2.771494,50.416872,Baignade loisirs
E004I628260004,I628260004,CENTRE TENNISTIQUE PIERRE DE COUBERTIN,PISCINE DU CENTRE TENNISTIQUE PIERRE DE COUBERTIN,62826,Le Touquet-Paris-Plage,200069029,CA des Deux Baies en Montreuillois,62,Pas-de-Calais,Ceintures urbaines,"Complexe sportif,Piscine",Complexe sportif | Piscine,Bassin de natation,Bassin sportif de natation,102,,"Individuel(s),famille(s),Scolaires,universités",10.0,25.0,250.0,0.9,2.9,,1.596828,50.519111,Natation course sportive
E002I023340006,I023340006,Piscine,Grand Bassin,02334,Fresnoy-le-Grand,240200493,CC du Pays du Vermandois,02,Aisne,Bourgs ruraux,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",25.0,12.5,312.5,2.0,3.0,,3.43584,49.96573,Baignade loisirs | Natation course sportive
E002I023400001,I023400001,Piscine,Grand bassin,02340,Gauchy,200071892,CA du Saint-Quentinois,02,Aisne,Ceintures urbaines,Piscine,Piscine,Bassin de natation,Bassin mixte de natation,101,BB2C4RPQF8KQ,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",25.0,10.0,250.0,1.3,2.1,,3.2914,49.83087,Aquagym | Baignade loisirs | Nage avec palmes | Natation course sportive | Plongée subaquatique (Plongée libre) | Sauvetage en eau plate | Water-Polo
E006I023810011,I023810011,"Espace aquatique ""L'Ile Verte""",Salle Cardiotraining,02381,Hirson,240200600,CC des Trois Rivières,02,Aisne,Petites villes,"Base de plein air et/ou de loisirs,Piscine",Base de plein air et/ou de loisirs | Piscine,Equipement d'activités de forme et de santé,Salle de musculation/cardiotraining,802,,"Individuel(s),famille(s)",,,,,,,4.098482,49.923711,Activités de forme et de santé | Culturisme
E002I596460016,I596460016,PISCINE CENTRE NAUTIQUE CALYPSO,PISCINE GRAND BASSIN CENTRE NAUTIQUE CALYPSO,59646,Wasquehal,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,4JVG12A14BC9,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",25.0,10.0,250.0,0.9,2.1,,3.12989,50.67723,Aquagym | Baignade loisirs | Triathlon
E002I601030008,I601030008,PISCINE INTERCOMMUNALE,Piscine intercommunale (bassin ludique),60103,Bresles,200067999,CA du Beauvaisis,60,Oise,Bourgs ruraux,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,7QBB4ETK2YMM,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",11.0,9.0,81.0,0.6,1.1,,2.24552,49.40863,Baignade loisirs
E002I601390001,I601390001,PISCINE AQUATHELLE,Bassin ludique,60139,Chambly,200067973,CC Thelloise,60,Oise,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,EKQEG1HVYT8W,"Individuel(s),famille(s)",,,160.0,1.1,1.1,,2.25376,49.1721,Baignade loisirs
E002I602230013,I602230013,CENTRE AQUATIQUE DE LA PLAINE D'ESTREES,Bassin loisirs,60223,Estrées-Saint-Denis,246000897,CC de la Plaine d'Estrées,60,Oise,Bourgs ruraux,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,3Q5B4JEKKNHT,"Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers",17.0,6.0,36.0,0.3,1.4,,2.64326,49.42945,Baignade loisirs
E002I603950010,I603950010,Piscine des Sablons,Bassin ludique,60395,Méru,246000582,CC des Sablons,60,Oise,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin mixte de natation,101,TD6EZZBMEH7T,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",25.0,12.0,144.0,0.8,1.5,,2.14285,49.23699,Baignade loisirs
E002I604710011,I604710011,PISCINE MUNICIPALE PAUL BOUTEFEU,Petit Bassin,60471,Noyon,246000756,CC du Pays Noyonnais,60,Oise,Centres urbains intermédiaires,",Piscine",Piscine,Bassin de natation,Bassin mixte de natation,101,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",10.0,12.0,125.0,0.6,1.2,,2.99585,49.57714,Baignade loisirs
E002I606890002,I606890002,CENTRE DES SPORTS RIMBERLIEU,Manège extérieur,60689,Villers-sur-Coudun,246000855,CC du Pays des Sources,60,Oise,Bourgs ruraux,"Complexe sportif,Piscine",Complexe sportif | Piscine,Equipement équestre,Manège,903,,,,,,,,,2.81321,49.48651,
E002I620140019,I620140019,AQUALYS,Bassin Sportif,62014,Aire-sur-la-Lys,200069037,CA du Pays de Saint-Omer,62,Pas-de-Calais,Petites villes,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,BHMSVFXQW6DY,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",15.0,25.0,375.0,1.4,2.0,,2.412368,50.633043,Baignade loisirs | Natation course sportive | Natation en eau libre
E002I620400005,I620400005,PISCINE MUNICIPALE,Petit Bassin de Natation,62040,Arques,200069037,CA du Pays de Saint-Omer,62,Pas-de-Calais,Ceintures urbaines,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",16.0,10.0,160.0,1.0,1.0,,2.2626,50.75452,Aquagym | Baignade loisirs
E002I620410067,I620410067,PISCINE GEORGES DAULLE,Bassin Ludique,62041,Arras,200033579,CU d'Arras,62,Pas-de-Calais,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,YR1AQBM3NXX2,"Individuel(s),famille(s),Scolaires,universités",15.0,15.0,225.0,0.7,1.1,,2.74294,50.2975,Baignade loisirs
E002I620480002,I620480002,COMPLEXE BASLY,STADE BASLY,62048,Auchel,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,Centres urbains intermédiaires,"Complexe sportif,Piscine",Complexe sportif | Piscine,Terrain de grands jeux,Terrain mixte,2801,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",,,,,,,2.46782,50.5065,Football / Football en salle (Futsal)
E002I621330012,I621330012,Centre Aquatique Louis Aragon,Bassin d'apprentissage,62133,Billy-Montigny,246200364,CA de Lens - Liévin,62,Pas-de-Calais,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin mixte de natation,101,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",12.5,6.0,75.0,0.8,1.2,,2.914188,50.420441,Aquagym | Baignade loisirs
E002I623610002,I623610002,COMPLEXE SIDONIE GUITTARD,PETANQUE FREVENTINE,62361,Frévent,200069672,CC du Ternois,62,Pas-de-Calais,Bourgs ruraux,"Complexe sportif,Piscine",Complexe sportif | Piscine,Boulodrome,Terrain de pétanque,202,,Autre - association(s) et groupes divers,,,,,,,2.29515,50.27585,Pétanque et jeu provencal
E002I624980051,I624980051,Aqualens,Bassin d'apprentissage,62498,Lens,246200364,CA de Lens - Liévin,62,Pas-de-Calais,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin mixte de natation,101,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",15.0,25.0,375.0,1.0,2.0,,2.818519,50.431527,Aquagym | Baignade loisirs | Natation course sportive | Plongée subaquatique (Plongée libre) | Water-Polo
E002I626170019,I626170019,Piscine municipale,Bassin d'apprentissage,62617,Nœux-les-Mines,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,6BCMXK6C25PG,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",20.0,15.0,300.0,0.8,1.2,,2.66996,50.472222,Baignade loisirs
E002I800210059,I800210059,Coliseum,Bassin de réception du toboggan,80021,Amiens,248000531,CA Amiens Métropole,80,Somme,Grands centres urbains,"Complexe sportif,Piscine,Patinoire",Complexe sportif | Piscine | Patinoire,Bassin de natation,Bassin ludique de natation,103,76SPFQM9KSNP,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",,,20.0,1.3,1.3,,2.28886,49.89368,Baignade loisirs
E002I590360001,I590360001,Piscine Laurent Swaenepoel,Petit Bassin,59036,Avesnes-sur-Helpe,200043263,CC Cœur de l'Avesnois,59,Nord,Petites villes,Piscine,Piscine,Bassin de natation,Bassin mixte de natation,101,,"Individuel(s),famille(s),Scolaires,universités",12.5,6.0,75.0,0.8,1.3,,3.92245,50.12064,Aquagym
E002I591220022,I591220022,Stade Nautique Liberté,petit bassin,59122,Cambrai,200068500,CA de Cambrai,59,Nord,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,64XH6A4NK3FE,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",25.0,6.0,150.0,1.0,1.3,,3.2267,50.1723,Aquagym | Baignade loisirs
E002I591360007,I591360007,Duo Le Cateau,Bassin apprentissage,59136,Le Cateau-Cambrésis,200030633,CA du Caudrésis et du Catésis,59,Nord,Petites villes,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,,,,,0.0,,,,3.531953,50.09544,Baignade loisirs
E002I591830087,I591830087,Piscine Georges Guynemer,Bassin ludique,59183,Dunkerque,245900428,CU de Dunkerque,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,,"Individuel(s),famille(s),Scolaires,universités",,,397.0,1.3,1.0,,2.32902,51.021923,Aquagym | Baignade loisirs
E002I592050005,I592050005,Piscine Maurice Thorez,Bassin d'apprentissage,59205,Escaudain,200042190,CA de la Porte du Hainaut,59,Nord,Ceintures urbaines,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,C244AWDGBAJ4,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",10.0,6.0,60.0,0.8,1.0,,3.337655,50.332477,Aquagym | Baignade loisirs
E002I592490005,I592490005,PISCINE MUNICIPALE,TENNIS DE TABLE,59249,Fourmies,200043404,CC du Sud Avesnois,59,Nord,Centres urbains intermédiaires,Piscine,Piscine,Salle ou terrain spécialisé,Salle de tennis de table,2111,,"Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",,,,,,,4.05164,50.01921,Tennis de table
E002I592710025,I592710025,Piscine Léo Lagrange,Petit Bassin,59271,Grande-Synthe,245900428,CU de Dunkerque,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,Y4N3G8A377NY,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",15.0,12.0,188.0,0.7,1.3,,2.3022,51.01925,Activités de forme et de santé | Aquagym | Baignade loisirs
E002I592790009,I592790009,PISCINE MUNICIPALE PHILIPPE CROIZON,GRAND BAIN,59279,Halluin,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",25.0,10.0,250.0,0.8,2.1,,3.12932,50.77745,Aquagym | Baignade loisirs | Nage avec palmes | Natation course sportive | Plongée en apnée | Plongée subaquatique (Plongée libre)
E002I593680009,I593680009,PISCINE MUNICIPALE,GRAND BASSIN,59368,La Madeleine,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,XRTT1AVG22BF,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",25.0,15.0,375.0,1.8,2.0,,3.073087,50.654739,Aquagym | Baignade loisirs | Natation course sportive | Natation synchronisée | Water-Polo
E002I595260001,I595260001,Centre Aquatique intercommunal de Saint-Amand-les-Eaux,Petit bassin,59526,Saint-Amand-les-Eaux,200042190,CA de la Porte du Hainaut,59,Nord,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",,,350.0,0.9,1.2,,3.434574,50.443885,Aquagym | Baignade loisirs
E002I595710003,I595710003,PISCINE,GRAND BASSIN,59571,Solesmes,245901038,CC du Pays Solesmois,59,Nord,Bourgs ruraux,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,,"Individuel(s),famille(s),Scolaires,universités",25.0,12.5,312.5,2.0,2.0,,3.49841,50.19028,Aquagym | Baignade loisirs | Natation course sportive
E002I595990002,I595990002,Tourcoing les Bains,Bassin ludique,59599,Tourcoing,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,GGVTK9QR2E9Q,"Individuel(s),famille(s)",12.0,6.0,56.0,0.1,1.0,,3.160983,50.724075,Baignade loisirs
E001I800010025,I800010025,Piscine : AQU'ABB,Bassin ludique 20 m,80001,Abbeville,200070993,CA de la Baie de Somme,80,Somme,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,CP8V8GMPVN8B,"Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers",20.0,10.0,200.0,0.0,1.3,,1.83996,50.11069,Baignade loisirs
E001I800160008,I800160008,Piscine Caneton,Piscine Caneton,80016,Albert,248000747,CC du Pays du Coquelicot,80,Somme,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin mixte de natation,101,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",25.0,10.0,250.0,0.9,2.1,,2.65671,50.0002,Baignade loisirs | Nage avec palmes | Natation course sportive | Plongée subaquatique (Plongée libre)
E001I800210162,I800210162,Centre Aquatique Amiens Metropole,BASSIN SPORTIF 25M,80021,Amiens,248000531,CA Amiens Métropole,80,Somme,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",25.0,21.0,400.0,0.0,2.0,,2.290417,49.87343,Baignade loisirs
E001I806200002,I806200002,CENTRE AQUATIQUE,CENTRE AQUATIQUE,80620,Péronne,200037059,CC de la Haute Somme (Combles - Péronne - Roisel),80,Somme,Petites villes,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",25.0,15.0,375.0,1.4,2.5,,2.94,49.93,Baignade loisirs | Natation course sportive | Natation synchronisée
E002I602860002,I602860002,PISCINE OCEANE,Bassin ludique,60286,Grandvilliers,246000848,CC de la Picardie Verte,60,Oise,Bourgs ruraux,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,FBATW8KFVA3C,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",15.0,15.0,225.0,0.6,1.2,,1.94488,49.6621,Baignade loisirs
E002I621190008,I621190008,CENTRE AQUATIQUE CITE d'O,BASSIN 50M,62119,Béthune,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,ZAE2DKN9F8K4,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",50.0,20.0,1000.0,2.3,2.5,,2.630925,50.533248,Baignade loisirs | Natation course sportive | Plongée subaquatique (Plongée libre)
E002I621600029,I621600029,PISCINE MUNICIPALE,GRAND BASSIN,62160,Boulogne-sur-Mer,246200729,CA du Boulonnais,62,Pas-de-Calais,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",25.0,12.0,300.0,1.6,3.0,,1.59438,50.73112,Baignade loisirs | Natation course sportive | Natation synchronisée
E002I621930005,I621930005,PISCINE EMILE RANSON,PETIT BASSIN,62193,Calais,200090751,CA Grand Calais Terres et Mers,62,Pas-de-Calais,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,G9Z7DR8MEA8W,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",15.0,13.0,195.0,0.6,1.2,,1.847363,50.955346,Aquagym | Baignade loisirs
E002I622890007,I622890007,PISCINE MUNICIPALE,PETIT BASSIN,62289,Écuires,200069029,CA des Deux Baies en Montreuillois,62,Pas-de-Calais,Rural à habitat dispersé,Piscine,Piscine,Bassin de natation,Bassin mixte de natation,101,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",12.5,10.0,125.0,0.8,1.0,,1.75757,50.4535,Aquagym | Baignade loisirs | Natation course sportive
E002I624270010,I624270010,Piscine Municipale Jean Jacques MALINA,Grand bain,62427,Hénin-Beaumont,246200299,CA d'Hénin-Carvin,62,Pas-de-Calais,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,EE9E79R4E48G,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",25.0,15.0,375.0,1.4,3.0,6.0,2.945833,50.423373,Aquagym | Baignade loisirs | Natation course sportive | Natation en eau libre
E002I624430002,I624430002,INSTALLATIONS SPORTIVES complexe vivre,PISCINE MUNICIPALE,62443,Hersin-Coupigny,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,Ceintures urbaines,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",25.0,10.0,250.0,0.9,2.1,4.0,2.645994,50.447701,Baignade loisirs | Natation course sportive | Natation en eau libre
E002I624570001,I624570001,PARC DEPARTEMENTAL DE NATURE ET DE LOISIRS D'OLHAIN,Court de Tennis,62356,Fresnicourt-le-Dolmen,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,Rural à habitat dispersé,"Base de plein air et/ou de loisirs,Piscine",Base de plein air et/ou de loisirs | Piscine,Court de tennis,Court de tennis,501,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",,,,,,,2.584703,50.437267,Tennis
E002I625060002,I625060002,SALLE DE JEUX ET TERRAINS DE PETANQUE,terrains de pétanque,62506,Licques,200072478,CC Pays d'Opale,62,Pas-de-Calais,Bourgs ruraux,Piscine,Piscine,Boulodrome,Terrain de pétanque,202,,"Individuel(s),famille(s)",,,,,,,1.948224,50.779676,Pétanque et jeu provencal
E002I625250002,I625250002,SCENEO,Bassin ludique,62525,Longuenesse,200069037,CA du Pays de Saint-Omer,62,Pas-de-Calais,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,7B62Q3X4J183,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",,,278.0,,,,2.27057,50.74055,Baignade loisirs
E002I628650007,I628650007,Centre aquatique Aquatis,Bassin ludique,62865,Vitry-en-Artois,200044048,CC Osartis Marquion,62,Pas-de-Calais,Ceintures urbaines,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,,"Individuel(s),famille(s)",,,150.0,0.7,1.4,,2.980227,50.332866,Aquagym | Baignade loisirs
E001I590080007,I590080007,piscine municipale,bassin,59008,Aniche,245901152,CC Cœur d'Ostrevent,59,Nord,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",25.0,10.0,250.0,0.9,2.1,,3.25421,50.32551,Baignade loisirs | Natation course sportive
E001I590090057,I590090057,PISCINE DU TRIOLO,GRAND BASSIN,59009,Villeneuve-d'Ascq,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,ENSYV8BKBK35,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",25.0,15.0,375.0,1.8,3.5,,3.14768,50.61369,Baignade loisirs | Natation course sportive | Natation en eau libre | Plongée subaquatique (Plongée libre) | Water-Polo
E001I590170009,I590170009,Centre aquatique Calyssia,Grand bassin,59017,Armentières,200093201,Métropole Européenne de Lille,59,Nord,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,EG3MCZ8DCK7A,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",25.0,23.0,575.0,2.0,2.0,,2.86765,50.68859,Baignade loisirs | Natation course sportive
E001I590360001,I590360001,Piscine Laurent Swaenepoel,Grand Bassin,59036,Avesnes-sur-Helpe,200043263,CC Cœur de l'Avesnois,59,Nord,Petites villes,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",25.0,12.5,312.5,1.8,3.2,,3.92245,50.12064,Aquagym | Baignade loisirs | Natation course sportive | Plongée subaquatique (Plongée libre)
