id_equipement,id_installation,installation,equipement,code_commune,commune,epci_code,epci_nom,dep_code,departement,typologie_commune_source,particularite_installation,particularite_installation_brute,famille_equipement,type_equipement,code_type_equipement,rnb_id,type_utilisation,longueur_m,largeur_m,surface_bassin_m2,profondeur_min_m,profondeur_max_m,nb_couloirs,longitude,latitude,activites
E003I606890002,I606890002,CENTRE DES SPORTS RIMBERLIEU,6 tennis extérieurs,60689,Villers-sur-Coudun,246000855,CC du Pays des Sources,60,Oise,Bourgs ruraux,"Complexe sportif,Piscine",Complexe sportif | Piscine,Court de tennis,Court de tennis,501,,,,,,,,,2.81307,49.48812,
E003I624980051,I624980051,Aqualens,Bassin aqualudique,62498,Lens,246200364,CA de Lens - Liévin,62,Pas-de-Calais,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,,"Individuel(s),famille(s)",10.8,13.9,150.0,0.8,1.3,,2.818218,50.431896,Aquagym | Baignade loisirs
E003I625060002,I625060002,SALLE DE JEUX ET TERRAINS DE PETANQUE,Piscine,62506,Licques,200072478,CC Pays d'Opale,62,Pas-de-Calais,Bourgs ruraux,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,,"Individuel(s),famille(s)",9.8,4.7,46.6,1.3,1.3,,1.948299,50.779729,Baignade loisirs
E003I625100041,I625100041,Espace aquatique et de remise en forme NAUTICAA,Bassin balnéo-thérapie,62510,Liévin,246200364,CA de Lens - Liévin,62,Pas-de-Calais,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,F8QHKT486WFE,"Individuel(s),famille(s)",13.3,10.0,133.0,1.3,1.3,,2.771494,50.416872,Aquagym | Baignade loisirs
E003I625490001,I625490001,Aquatic & Bowling Center de l'Hesdinois,Bassin ludique extérieur,62549,Marconne,200044030,CC des 7 Vallées,62,Pas-de-Calais,Petites villes,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,,"Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers",10.0,10.0,20.0,0.8,1.3,,2.029365,50.367088,Baignade loisirs
E003I628650007,I628650007,Centre aquatique Aquatis,Pataugeoire,62865,Vitry-en-Artois,200044048,CC Osartis Marquion,62,Pas-de-Calais,Ceintures urbaines,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,,"Individuel(s),famille(s)",,,34.0,0.1,0.4,,2.980227,50.332866,Baignade loisirs
E003I620480002,I620480002,COMPLEXE BASLY,TERRAIN DE HANDBALL,62048,Auchel,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,Centres urbains intermédiaires,"Complexe sportif,Piscine",Complexe sportif | Piscine,Terrain extérieur de petits jeux collectifs,Terrain de handball,2903,,"Individuel(s),famille(s),Scolaires,universités",,,,,,,2.468287,50.506017,Handball / Mini hand / Handball de plage
E002I625590002,I625590002,COMPLEXE SPORTIF DU COLLEGE DES MARCHES DE L'ARTOIS,SALLE DES SPORTS,62559,Marquion,200044048,CC Osartis Marquion,62,Pas-de-Calais,Bourgs ruraux,"Complexe sportif,Piscine,Etablissement scolaire",Complexe sportif | Piscine | Etablissement scolaire,Salle multisports,Salle multisports (gymnase),1901,,"Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",,,,,,,3.083038,50.208824,Badminton | Jeu de volant | Basket-Ball | Football / Football en salle (Futsal) | Gymnastique Artistique | Gymnastique Rythmique | Handball / Mini hand / Handball de plage | Tennis de table | Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley
E004I590330010,I590330010,Complexe Aquatique l'Aiguade,Petit Bassin Ludique,59033,Aulnoye-Aymeries,200043396,CA Maubeuge Val de Sambre,59,Nord,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",,7.0,110.0,0.9,1.2,,3.835044,50.202904,Baignade loisirs
E004I590360001,I590360001,Piscine Laurent Swaenepoel,Salle de Danse,59036,Avesnes-sur-Helpe,200043263,CC Cœur de l'Avesnois,59,Nord,Petites villes,Piscine,Piscine,Salle ou terrain spécialisé,Salle de danse,2105,,"Clubs sportifs,comités,ligues,fédérations",,,,,,,3.92231,50.12056,Autres Danses
E004I592490005,I592490005,PISCINE MUNICIPALE,GRAND BASSIN,59249,Fourmies,200043404,CC du Sud Avesnois,59,Nord,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",25.0,15.0,375.0,1.8,3.8,,4.05141,50.01923,Baignade loisirs | Natation course sportive | Plongée subaquatique (Plongée libre)
E004I595990002,I595990002,Tourcoing les Bains,Salle de Fitness,59599,Tourcoing,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Equipement d'activités de forme et de santé,Salle de cours collectifs,801,Z472FH2KCM6B,"Individuel(s),famille(s)",,,,,,,3.160383,50.724367,Activités de forme et de santé
E004I600570045,I600570045,Aquaspace,Bassin de loisirs,60057,Beauvais,200067999,CA du Beauvaisis,60,Oise,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,2D2RTZT5H2QT,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",,,300.0,,,,2.094182,49.451773,Baignade loisirs
E003I591830058,I591830058,PISCINE PAUL ASSEMAN,Salle de musculation,59183,Dunkerque,245900428,CU de Dunkerque,59,Nord,Grands centres urbains,Piscine,Piscine,Equipement d'activités de forme et de santé,Salle de musculation/cardiotraining,802,1QRWDV52174Z,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations",,,,,,,2.38636,51.04782,Musculation
E003I592860012,I592860012,"Centre Aquatique Loos Haubourdin ""NEPTUNIA""",salle de Musculation,59286,Haubourdin,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Equipement d'activités de forme et de santé,Salle de musculation/cardiotraining,802,N87HD4E2E758,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations",,,,,,,2.99678,50.61451,Musculation
E003I595990002,I595990002,Tourcoing les Bains,Salle de Cardio Trainning,59599,Tourcoing,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Equipement d'activités de forme et de santé,Salle de musculation/cardiotraining,802,Z472FH2KCM6B,"Individuel(s),famille(s)",,,,,,,3.160383,50.724367,Activités de forme et de santé | Musculation
E003I591830087,I591830087,Piscine Georges Guynemer,Fosse à plongée,59183,Dunkerque,245900428,CU de Dunkerque,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Fosse à plongée,105,,"Clubs sportifs,comités,ligues,fédérations",,6.0,,3.0,20.0,,2.32902,51.021923,Plongée subaquatique (Plongée libre)
E003I595120028,I595120028,Centre Nautique THALASSA,PISCINE BASSIN MIXTE,59512,Roubaix,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin mixte de natation,101,3A4C7S2WNATR,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",47.0,15.0,705.0,0.6,2.5,,3.16359,50.691306,Aquagym | Baignade loisirs | Natation course sportive
E001I020370001,I020370001,Complexe sportif,Grand bassin,02037,Aulnois-sous-Laon,200043495,CA du Pays de Laon,02,Aisne,Bourgs ruraux,"Complexe sportif,Piscine",Complexe sportif | Piscine,Bassin de natation,Bassin ludique de natation,103,,"Individuel(s),famille(s)",25.0,19.0,475.0,0.7,2.6,,3.61365,49.60678,Baignade loisirs
E001I020710003,I020710003,"Camping ""La Croix du vieux Pont",Grand bassin Extérieur,02071,Berny-Rivière,200071991,CC Retz-en-Valois,02,Aisne,Rural à habitat dispersé,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,,"Individuel(s),famille(s)",16.0,7.0,118.0,0.9,2.5,,3.12937,49.40507,Baignade loisirs
E001I022090001,I022090001,Piscine Municipale (type entérée),Piscine Municipale (type entérée),02209,Condé-en-Brie,200072031,CA de la Région de Château-Thierry,02,Aisne,Rural à habitat dispersé,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,,"Individuel(s),famille(s),Autre - association(s) et groupes divers",12.4,6.2,76.9,0.8,1.6,,3.55535,49.00427,Baignade loisirs
E001I021680004,I021680004,Complexe Citélium,Toboggan,02168,Château-Thierry,200072031,CA de la Région de Château-Thierry,02,Aisne,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin de réception de toboggan,106,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",6.0,3.0,18.0,0.3,1.0,,3.39057,49.06838,Baignade loisirs
E001I023400001,I023400001,Piscine,Petit bassin,02340,Gauchy,200071892,CA du Saint-Quentinois,02,Aisne,Ceintures urbaines,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,BB2C4RPQF8KQ,"Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers",10.0,6.0,60.0,1.0,1.0,,3.2914,49.83087,Aquagym | Baignade loisirs
E001I026910012,I026910012,Piscine Jean Bouin,Grand bassin intérieur,02691,Saint-Quentin,200071892,CA du Saint-Quentinois,02,Aisne,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin mixte de natation,101,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",25.0,15.0,375.0,1.7,2.4,,3.30916,49.8537,Baignade loisirs | Nage avec palmes | Natation course sportive | Natation synchronisée | Plongée subaquatique (Plongée libre) | Sauvetage en eau plate
E001I026910035,I026910035,Base Urbaine de Loisirs de Saint Quentin,Patinoire,02691,Saint-Quentin,200071892,CA du Saint-Quentinois,02,Aisne,Centres urbains intermédiaires,"Complexe sportif,Piscine,Patinoire",Complexe sportif | Piscine | Patinoire,Aire de sports de glaces,Aire de sports de glace ludique,1503,NNH171HDB4CR,"Individuel(s),famille(s)",,,,,,,3.284736,49.839115,Ballet sur glace / Danse sur glace / Patinage artistique
E002I590090057,I590090057,PISCINE DU TRIOLO,PETIT BASSIN,59009,Villeneuve-d'Ascq,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,ENSYV8BKBK35,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",15.0,12.0,188.0,0.6,1.2,,3.14758,50.61375,Aquagym | Baignade loisirs
E002I590280009,I590280009,PISCINE MUNICIPALE,BASSIN LUDIQUE,59028,Auby,200044618,CA Douaisis Agglo,59,Nord,Ceintures urbaines,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,,"Individuel(s),famille(s),Scolaires,universités",,,70.0,1.0,1.3,,3.05825,50.41721,Aquagym | Baignade loisirs
E002I590330010,I590330010,Complexe Aquatique l'Aiguade,Petit Bassin,59033,Aulnoye-Aymeries,200043396,CA Maubeuge Val de Sambre,59,Nord,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,,"Individuel(s),famille(s)",22.0,15.0,330.0,0.7,1.3,,3.835044,50.202904,Aquagym | Baignade loisirs
E002I591390015,I591390015,Espace Nautique Intercommunal (ENI),Bassin ludique,59139,Caudry,200030633,CA du Caudrésis et du Catésis,59,Nord,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,DRERWZMSTKC9,"Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers",,,150.0,0.8,1.2,,3.39568,50.1282,Baignade loisirs
E002I800010025,I800010025,Piscine : AQU'ABB,Bassin 25 m,80001,Abbeville,200070993,CA de la Baie de Somme,80,Somme,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin mixte de natation,101,CP8V8GMPVN8B,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",25.0,15.0,375.0,0.0,3.0,,1.83996,50.11069,Aquagym | Baignade loisirs | Natation course sportive | Natation synchronisée | Water-Polo
E002I800210027,I800210027,Piscine Le Nautilus (structurant),Bassin de natation,80021,Amiens,248000531,CA Amiens Métropole,80,Somme,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",,,240.0,0.4,1.3,,2.311935,49.91068,Aquagym | Baignade loisirs
E002I800210162,I800210162,Centre Aquatique Amiens Metropole,Bassin Ludique et Détente,80021,Amiens,248000531,CA Amiens Métropole,80,Somme,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,,"Individuel(s),famille(s)",,,200.0,0.3,1.2,,2.290417,49.87343,Baignade loisirs
E002I804100008,I804100008,Piscine Aquari'Ham,Bassin ludique,80410,Ham,200070985,CC de l'Est de la Somme,80,Somme,Petites villes,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,FGZZZ2431B4T,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",25.0,10.0,250.0,0.8,1.8,,3.07598,49.75404,Aquagym | Baignade loisirs
E002I802530014,I802530014,Piscine municipale Centre Nautique Marc Revaux,Terrains de beach volley,80253,Doullens,200070951,CC du Territoire Nord Picardie,80,Somme,Petites villes,Piscine,Piscine,Terrain extérieur de petits jeux collectifs,Terrain de beach-volley,2902,,,,,,,,,2.34517,50.15692,
E002I591630006,I591630006,Piscine Municipale,Piscine Petit bassin Croix,59163,Croix,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin mixte de natation,101,VEK915R31C3Z,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",12.5,12.5,156.3,0.9,1.3,,3.14933,50.67685,Aquagym | Baignade loisirs
E002I591780040,I591780040,PISCINE DES GLACIS,PETIT BAIN,59178,Douai,200044618,CA Douaisis Agglo,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin mixte de natation,101,RFGP5J279GC6,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",10.0,12.5,125.0,0.5,1.2,,3.08011,50.36233,Aquagym | Baignade loisirs
E002I592910011,I592910011,Piscine André Leduc,Petit Bassin,59291,Hautmont,200043396,CA Maubeuge Val de Sambre,59,Nord,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin mixte de natation,101,GKEWWJFDA5NN,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",16.0,12.0,192.0,0.6,1.3,,3.92723,50.24661,Aquagym | Baignade loisirs
E002I600570060,I600570060,Piscine Aldebert Bellier,bassin d'apprentissage,60057,Beauvais,200067999,CA du Beauvaisis,60,Oise,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin mixte de natation,101,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",,,120.0,,,,2.081578,49.423615,Baignade loisirs
E002I591720022,I591720022,Centre Aqualudique Natur&O,Bassin Ludique,59172,Denain,200042190,CA de la Porte du Hainaut,59,Nord,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,QRCZY959RKH3,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",15.0,10.5,157.5,0.8,1.3,,3.393402,50.322217,Aquagym | Baignade loisirs
E002I593400009,I593400009,PISCINE PAUL HANCOLAS ET SALLE DEMARTINICOURT,PETIT BASSIN,59340,Leffrinckoucke,245900428,CU de Dunkerque,59,Nord,Grands centres urbains,"Piscine,Complexe sportif",Piscine | Complexe sportif,Bassin de natation,Bassin ludique de natation,103,V5TMZV7QDVKA,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",10.0,10.0,100.0,0.6,1.3,,2.43997,51.05464,Aquagym | Baignade loisirs
E002I593780017,I593780017,Piscine Municipale,Petit Bassin,59378,Marcq-en-Barœul,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",12.5,12.5,156.0,0.6,1.2,,3.08708,50.66624,Aquagym | Baignade loisirs
E002I596540006,I596540006,PISCINE MUNICIPALE,PETIT BASSIN,59654,Waziers,200044618,CA Douaisis Agglo,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,3KQ8GETCFBV5,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",12.0,12.0,156.0,0.6,1.2,,3.10711,50.38553,Aquagym | Natation en eau libre
E002I600570045,I600570045,Aquaspace,Bassin ludique (balnéo),60057,Beauvais,200067999,CA du Beauvaisis,60,Oise,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,2D2RTZT5H2QT,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",,,120.0,,,,2.094182,49.451773,Baignade loisirs
E002I591830058,I591830058,PISCINE PAUL ASSEMAN,Bassin 25*21,59183,Dunkerque,245900428,CU de Dunkerque,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,1QRWDV52174Z,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",25.0,21.0,525.0,1.3,1.9,,2.38636,51.04782,Aquagym | Baignade loisirs | Natation course sportive
E002I592950020,I592950020,Piscine intercommunale d'Hazebrouck,Petit Bassin,59295,Hazebrouck,200040947,CC de Flandre Intérieure,59,Nord,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,9SY2RNRMXQ2C,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",12.5,10.0,125.0,0.2,1.0,,2.539462,50.719772,Aquagym | Baignade loisirs
E002I593500093,I593500093,PISCINE MUNICIPALE/59355/LOMME,PISCINE MUNICIPALE,59350,Lille,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,XNGFA39SFAZB,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",25.0,15.0,375.0,1.2,2.0,,3.01476,50.64371,Aquagym | Baignade loisirs | Natation course sportive | Natation synchronisée | Plongée subaquatique (Plongée libre) | Triathlon
E002I595270004,I595270004,"Complexe Piscine, volley",SALLE DUCROCQ,59527,Saint-André-lez-Lille,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Salle ou terrain spécialisé,Salle de volley-ball,2113,,"Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",,,,,,,3.04971,50.65867,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley
