id_equipement,id_installation,installation,equipement,code_commune,commune,epci_code,epci_nom,dep_code,departement,typologie_commune_source,particularite_installation,particularite_installation_brute,famille_equipement,type_equipement,code_type_equipement,rnb_id,uai,survey_date,state_change_date,observation_installation,observation_equipement,handicap_access_types,transport_access_modes,opening_authorized_flag,erp_type,erp_category,year_service,service_period,last_major_works_date,last_major_works_period,last_major_works_year,last_major_works_motives,energy_sources,pmr_access_detail,sensory_access_detail,type_utilisation,free_access_flag,seasonal_only_flag,longueur_m,largeur_m,surface_bassin_m2,profondeur_min_m,profondeur_max_m,nb_couloirs,installation_out_of_service_flag,longitude,latitude,activites,operational_status_code,operational_status_label,operational_status_reason,status_source,status_source_url,status_reviewed_at,status_confidence,status_verified_by,status_is_manual,status_override_comment
E002I026910035,I026910035,Base Urbaine de Loisirs de Saint Quentin,Pistes de Bowling,02691,Saint-Quentin,200071892,CA du Saint-Quentinois,02,Aisne,Centres urbains intermédiaires,"Complexe sportif,Piscine,Patinoire",Complexe sportif | Piscine | Patinoire,Bowling,Bowling,301,NNH171HDB4CR,,2025-03-31,2024-04-23,"La surface couverte de l'ensemble représente 4 000 m².
L'installation est une ""sorte"" de base de loisirs couverte à vocation ludique, en complément des installations sportives de la ville.

Horaires d'ouverture adaptés suivant la saison pour le bowling et la patinoire.",Présence de 5 tables de billard + jeux vidéo et baby-foot,Handicap moteur,Bus,1,X,3,2010.0,A partir de 2005,,,,,Gaz,Aire de jeu,,"Individuel(s),famille(s)",0,0,,,,,,,0,3.28562,49.83933,Bowling,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E002I805700001,I805700001,Centre aquatique Alméo,Bassin ludique,80570,Moreuil,200070969,CC Avre Luce Noye,80,Somme,Bourgs ruraux,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,KHW35W4AGF2D,,2025-03-31,2011-11-22,,"2 vestiaires collectifs avec cabines pour enseignants / Locaux complémentaires : autre = local MNS, local du personnel / Aménagements complémentaires : autre = banquette bouillonnante",Handicap moteur,Bus,1,X,3,2008.0,A partir de 2005,,,,,Gaz,"Aire de jeu,Sanitaires,Tribunes,Vestiaires",Sanitaires,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",0,0,,,170.0,0.8,1.3,,0,2.49116,49.7673,Aquagym | Baignade loisirs | Natation course sportive,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E002I806200031,I806200031,Piscine Tournesol,Terrain de beach-volley,80620,Péronne,200037059,CC de la Haute Somme (Combles - Péronne - Roisel),80,Somme,Petites villes,Piscine,Piscine,Terrain extérieur de petits jeux collectifs,Terrain de beach-volley,2902,,,2025-03-31,2011-11-22,,OUVERTURE UNIQUEMENT EN JUILLET / AOUT,,Bus,0,,,2004.0,1995-2004,,,,,,,,"Individuel(s),famille(s)",0,1,,,,,,,0,2.94525,49.93553,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley,closed,Fermé / hors service,"Le procès-verbal communautaire de février 2018 mentionne explicitement la démolition de la piscine Tournesol rue Saint-Denis à Péronne, en lien avec la construction du centre aquatique O2 Somme.",Communauté de Communes de la Haute Somme,https://www.coeurhautesomme.fr/wp-content/uploads/2023/11/180201_PV-du-Conseil-Commuanutaire.pdf,2026-03-16,Forte,,1,"Le procès-verbal communautaire de février 2018 mentionne explicitement la démolition de la piscine Tournesol rue Saint-Denis à Péronne, en lien avec la construction du centre aquatique O2 Somme."
E002I595440006,I595440006,PISCINE MUNICIPALE,BASSIN LUDIQUE,59544,Saint-Saulve,245901160,CA Valenciennes Métropole,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,BQK7ZVYZ3K5M,,2025-03-31,2024-04-24,,RAS,Handicap moteur,,1,X,4,1980.0,1975-1984,2001,1995-2004,2001.0,Mise en conformité avec les règlements (sécurité | incendie | hygiène ...) | Vétusté normale | remise à niveau | Inadaptation aux attentes des usagers,Gaz,"Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires",,"Individuel(s),famille(s),Autre - association(s) et groupes divers",0,0,8.0,8.0,64.0,1.0,1.0,,0,3.52196,50.36444,Baignade loisirs,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E002I020710003,I020710003,"Camping ""La Croix du vieux Pont",Petit bassin extérieur,02071,Berny-Rivière,200071991,CC Retz-en-Valois,02,Aisne,Rural à habitat dispersé,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,,,2025-03-31,2024-02-05,"660 emplacements (Châlets, Cabanes dans les arbres et tentes)",RAS,Handicap moteur,,0,,,2021.0,1975-1984,,,,,,,,"Individuel(s),famille(s)",0,0,10.0,10.0,20.0,0.9,0.9,,0,3.12937,49.40507,Baignade loisirs,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E002I027200001,I027200001,Espace sportif - Centre aquatique Rêvéo,Piste d'athlétisme,02720,Sissonne,240200576,CC de la Champagne Picarde,02,Aisne,Bourgs ruraux,"Complexe sportif,Piscine",Complexe sportif | Piscine,Equipement d'athlétisme,Piste d'athlétisme isolée,1004,,,2025-03-31,2024-04-23,Caneton,RAS,Handicap moteur,,0,,,,1975-1984,,1975-1984,1975.0,,,Aire de jeu,,"Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",0,0,,,,,,,0,3.89705,49.5661,Course sur piste,open_probable,Ouvert probable,Le site du centre aquatique Rêvéo publie des horaires d'ouverture et le centre recrute encore pour l'accueil du public et des scolaires.,Centre aquatique Rêvéo,https://www.reveo-champagnepicarde.fr/espace-bien-etre,2026-03-11,Moyenne,,1,Le site du centre aquatique Rêvéo publie des horaires d'ouverture et le centre recrute encore pour l'accueil du public et des scolaires.
E002I026910012,I026910012,Piscine Jean Bouin,Grand bassin extérieur,02691,Saint-Quentin,200071892,CA du Saint-Quentinois,02,Aisne,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin mixte de natation,101,,,2025-03-31,2024-01-30,"2 douches publiques + sanitaires publiques
La piscine possede un toit permettant de découvrir les 3 bassins
Jardin aquatique & natation prénatale",RAS,Handicap moteur,,1,X,2,1982.0,1975-1984,,,,,Gaz,"Accueil,Aire de jeu,Cheminements,Vestiaires",,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",0,1,25.0,15.0,375.0,1.9,3.7,,0,3.30887,49.85321,Aquagym | Baignade loisirs,open_probable,Ouvert probable,"La page officielle de la piscine Jean Bouin présente l'équipement, ses accès et ses infos horaires, sans signal de fermeture ou d'interruption durable.",Agglomération du Saint-Quentinois,https://www.agglo-saintquentinois.fr/passionnante/les-piscines-et-espaces-aquatiques/la-piscine-jean-bouin-1148.html,2026-03-16,Forte,,1,"La page officielle de la piscine Jean Bouin présente l'équipement, ses accès et ses infos horaires, sans signal de fermeture ou d'interruption durable."
E001I028100025,I028100025,Piscine Intercommunale de Villers-Cotterêts,Bassin extérieur,02810,Villers-Cotterêts,200071991,CC Retz-en-Valois,02,Aisne,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,,,2025-03-31,2019-07-25,Caneton,Rénovation des vestiaires et sanitaires (acces PMR) + aménagements extérieurs 2017-2018,Handicap moteur,Bus,1,X,3,1971.0,,2017,,2017.0,Vétusté normale | remise à niveau | Inadaptation aux attentes des usagers,,"Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires",,"Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers",0,1,25.0,12.5,312.5,0.9,2.5,,0,3.087675,49.260192,Aquagym | Baignade loisirs | Natation course sportive,open_probable,Ouvert probable,La page municipale des équipements sportifs mentionne la piscine intercommunale de Villers-Cotterêts avec un lien direct vers ses horaires et tarifs.,Mairie de Villers-Cotterêts,https://www.mairie-villerscotterets.fr/sports-et-equipements-sportifs/,2026-03-16,Moyenne,,1,La page municipale des équipements sportifs mentionne la piscine intercommunale de Villers-Cotterêts avec un lien direct vers ses horaires et tarifs.
E006I800010025,I800010025,Piscine : AQU'ABB,Fosse à plongeon,80001,Abbeville,200070993,CA de la Baie de Somme,80,Somme,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Fosse à plongeon,104,CP8V8GMPVN8B,,2025-03-31,2024-02-22,Possibilité d'hébergement sur place pour les stages sportifs.L'installation dispose d'un toboggan de 50 mètres linéaires avec un bassin spécifique de réception ralentie (3mX1 m),"Chauffage:PAC Géothermie et réseau chaleur de la ville
Pour le moment, cette fosse sert à faire des animations.",Handicap moteur,,1,X,2,2012.0,A partir de 2005,,,,,Autre,"Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires","Sanitaires,Vestiaires","Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations",0,0,15.0,12.0,180.0,5.0,5.0,,0,1.83996,50.11069,Plongeon,open_probable,Ouvert probable,Le site officiel Aqu'ABB affiche les horaires de la semaine du lundi 9 mars 2026.,Aqu'ABB,https://www.resaquabb.fr/,2026-03-11,Forte,,1,Le site officiel Aqu'ABB affiche les horaires de la semaine du lundi 9 mars 2026.
E006I805700001,I805700001,Centre aquatique Alméo,Salle de cardio training,80570,Moreuil,200070969,CC Avre Luce Noye,80,Somme,Bourgs ruraux,Piscine,Piscine,Equipement d'activités de forme et de santé,Salle de musculation/cardiotraining,802,KHW35W4AGF2D,,2025-03-31,2011-11-22,,,Handicap moteur,Bus,1,X,3,2008.0,A partir de 2005,,,,,Gaz,"Aire de jeu,Sanitaires,Vestiaires",Sanitaires,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",0,0,,,,,,,0,2.49116,49.7673,Activités de forme et de santé | Musculation,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E007I023810011,I023810011,"Espace aquatique ""L'Ile Verte""",Salle de fitness,02381,Hirson,240200600,CC des Trois Rivières,02,Aisne,Petites villes,"Base de plein air et/ou de loisirs,Piscine",Base de plein air et/ou de loisirs | Piscine,Equipement d'activités de forme et de santé,Salle de cours collectifs,801,,,2025-03-31,2024-01-30,,RAS,Handicap moteur,Bus,1,X,3,2015.0,A partir de 2005,,,,,Gaz,"Aire de jeu,Vestiaires",,"Individuel(s),famille(s)",0,0,,,,,,,0,4.098482,49.923711,Activités de forme et de santé | Autres Danses,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E007I027200001,I027200001,Espace sportif - Centre aquatique Rêvéo,"Piscine, bassin 2",02720,Sissonne,240200576,CC de la Champagne Picarde,02,Aisne,Bourgs ruraux,"Complexe sportif,Piscine",Complexe sportif | Piscine,Bassin de natation,Bassin ludique de natation,103,3YFJW8RK28YF,,2025-03-31,2024-04-23,Caneton,bassin en complément du premier d'une longueur de 25m. x,Handicap moteur,,1,X,4,2022.0,,2021,,2021.0,,Fuel,"Accueil,Cheminements,Douches,Sanitaires,Vestiaires",,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",0,0,,,149.0,1.3,1.3,,0,3.898473,49.566217,Aquagym | Baignade loisirs,open_probable,Ouvert probable,Le site du centre aquatique Rêvéo publie des horaires d'ouverture et le centre recrute encore pour l'accueil du public et des scolaires.,Centre aquatique Rêvéo,https://www.reveo-champagnepicarde.fr/espace-bien-etre,2026-03-11,Moyenne,,1,Le site du centre aquatique Rêvéo publie des horaires d'ouverture et le centre recrute encore pour l'accueil du public et des scolaires.
E005I800210059,I800210059,Coliseum,Salle de chorégraphie,80021,Amiens,248000531,CA Amiens Métropole,80,Somme,Grands centres urbains,"Complexe sportif,Piscine,Patinoire",Complexe sportif | Piscine | Patinoire,Salle ou terrain spécialisé,Salle de danse,2105,SV51SDFKPJTJ,,2025-03-31,2024-02-22,"Parking à proximité mais non spécifique au Coliseum. Pour les équipements extérieurs, le public n'a pas accès ni aux vestiaires, ni aux wc.",,Handicap moteur,Bus,1,L | X,1,1996.0,1995-2004,2002,1995-2004,2002.0,Vétusté normale | remise à niveau,Gaz,"Aire de jeu,Sanitaires,Vestiaires",Sanitaires,"Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",0,0,,,,,,,0,2.28889,49.89371,Aikido / Aikibudo / Budo | Autres Danses | Danses par Couple (Danses de compétition) | Gymnastique volontaire | Kendo / Iaïdo / Naginata / Jodo / Sport chanbara,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E005I800210162,I800210162,Centre Aquatique Amiens Metropole,plateau cardio training,80021,Amiens,248000531,CA Amiens Métropole,80,Somme,Grands centres urbains,Piscine,Piscine,Equipement d'activités de forme et de santé,Salle de musculation/cardiotraining,802,,,2025-03-31,2024-09-26,"Snacking extérieur, parking vélo, ascenseur. Chauffage fournit par Amiens Energie, sources variées (gaz, bois)","4 sauna, 1 hammam, Luminothérapie, 1 tisanerie, 1 salle RPM 50M², 1 salle de cours 140M²",Handicap moteur,Bus,0,,,,,,,,,Autre,"Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires",,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Autre - association(s) et groupes divers",0,0,,,,,,,0,2.290417,49.87343,Cyclisme en salle | Gymnastique Aérobic,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E002I020370001,I020370001,Complexe sportif,Petit bassin,02037,Aulnois-sous-Laon,200043495,CA du Pays de Laon,02,Aisne,Bourgs ruraux,"Complexe sportif,Piscine",Complexe sportif | Piscine,Bassin de natation,Bassin ludique de natation,103,,,2025-03-31,2024-02-22,Parking dans la rue adjacente. Une place de parking pour PH se situe devant l'entrée.,,Handicap moteur,,0,,,,Avant 1945,,,,,,"Aire de jeu,Vestiaires",,"Individuel(s),famille(s),Scolaires,universités",0,1,19.0,6.0,114.0,0.3,1.2,,0,3.61387,49.60672,Baignade loisirs,verify,Statut à vérifier,La page officielle de la piscine sur le site communal conserve une information de non-ouverture à l'été 2020 et n'apporte pas de calendrier récent de réouverture. Je n'ai pas retrouvé de mise à jour officielle plus récente.,Commune d'Aulnois-sous-Laon,https://aulnois.jimdoweb.com/la-piscine/,2026-03-16,Moyenne,,1,La page officielle de la piscine sur le site communal conserve une information de non-ouverture à l'été 2020 et n'apporte pas de calendrier récent de réouverture. Je n'ai pas retrouvé de mise à jour officielle plus récente.
E002I020590004,I020590004,Piscine Lucien Lahaye,Bassin de natation ludique,02059,Beautor,200071785,CA Chauny-Tergnier-La Fère,02,Aisne,Ceintures urbaines,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,NK7PKZ8GZ3SM,,2025-03-31,2024-04-23,Parking dans l'enceinte du complexe sportif - Parcours de golf miniature à l'extérieur,Aquajogging et aquagym. RAS,Handicap moteur,,1,X,3,1977.0,1975-1984,2010,A partir de 2005,2010.0,Mise en conformité avec les règlements (sécurité | incendie | hygiène ...),Gaz,"Aire de jeu,Vestiaires",,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",0,0,15.0,12.0,188.0,0.6,1.2,,0,3.34366,49.64394,Activités de forme et de santé | Baignade loisirs,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E002I021730004,I021730004,Espace Aquatique Oasis,Bassin sportif,02173,Chauny,200071785,CA Chauny-Tergnier-La Fère,02,Aisne,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin sportif de natation,102,SXSJK8XT3WZB,,2025-03-31,2024-04-23,Parking commun avec les gymnases du Complexe des vélodromes,,Handicap moteur,,1,L | X,3,1994.0,1985-1994,2016,A partir de 2005,2016.0,Vétusté normale | remise à niveau,Gaz,Aire de jeu,,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités",0,0,25.0,15.0,375.0,0.7,1.8,,0,3.21247,49.61923,Baignade loisirs | Natation course sportive | Natation synchronisée | Water-Polo,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E002I024080034,I024080034,Le dôme - Centre aquatique & patinoire,Aire de sports de glace ludique N°1,02408,Laon,200043495,CA du Pays de Laon,02,Aisne,Centres urbains intermédiaires,"Piscine,Patinoire",Piscine | Patinoire,Aire de sports de glaces,Aire de sports de glace ludique,1503,9QB4BVH3SAVD,,2025-03-31,2024-04-23,,,Handicap moteur,Bus,1,X,1,2003.0,1995-2004,,,,,Electricité,"Sanitaires,Vestiaires",,"Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers",0,0,,,,,,,0,3.65216,49.56711,Ballet sur glace / Danse sur glace / Patinage artistique,open_probable,Ouvert probable,La page horaires du Dôme affiche des créneaux publics réguliers,Le Dôme Laon,https://www.ledome-equalia.fr/tarifs-horaires/,2026-03-11,Moyenne,,1,La page horaires du Dôme affiche des créneaux publics réguliers
E002I021680004,I021680004,Complexe Citélium,Bassin ludique,02168,Château-Thierry,200072031,CA de la Région de Château-Thierry,02,Aisne,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,,,2025-03-31,2024-09-24,4 places avec bornes de recharges sont disponibe pour les véhicules éléctrique.,,Handicap moteur,Bus,1,X,2,2016.0,A partir de 2005,,,,,Autre,"Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Tribunes,Vestiaires","Cheminements,Sanitaires,Signalétique,Tribunes,Vestiaires","Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",0,0,15.0,6.5,107.5,0.8,1.4,,0,3.39133,49.0667,Aquagym | Baignade loisirs,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
E003I590090058,I590090058,CENTRE NAUTIQUE BABYLONE,BASSIN,59009,Villeneuve-d'Ascq,200093201,Métropole Européenne de Lille,59,Nord,Grands centres urbains,Piscine,Piscine,Bassin de natation,Bassin mixte de natation,101,G6D2HNB8SBFD,,2025-03-31,2024-04-24,,Travaux dans le cadre du plan 5000 équipements,Handicap moteur,,1,X,2,2011.0,A partir de 2005,2026,A partir de 2005,2026.0,Inadaptation aux attentes des usagers | Vétusté normale | remise à niveau,Gaz | Solaire | Autre,"Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires",Sanitaires,"Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers",0,0,25.0,15.0,490.0,0.6,2.5,,0,3.143764,50.652045,Aquagym | Natation course sportive | Plongée subaquatique (Plongée libre) | Sauvetage côtier/Surfboat | Triathlon | Water-Polo,open_probable,Ouvert probable,La page officielle affiche les horaires du centre nautique Babylone pendant l'hiver 2026 puis en période scolaire.,Ville de Villeneuve d'Ascq,https://piscines.villeneuvedascq.fr/horaires-des-piscines,2026-03-11,Forte,,1,La page officielle affiche les horaires du centre nautique Babylone pendant l'hiver 2026 puis en période scolaire.
E003I591220022,I591220022,Stade Nautique Liberté,Bassin Ludique,59122,Cambrai,200068500,CA de Cambrai,59,Nord,Centres urbains intermédiaires,Piscine,Piscine,Bassin de natation,Bassin ludique de natation,103,64XH6A4NK3FE,,2025-03-31,2024-04-24,,Mêmes aménagements complémentaires,Handicap moteur,Bus,1,X,2,2008.0,A partir de 2005,,,,,Gaz,"Cheminements,Douches",,"Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers",0,0,15.0,5.0,75.0,0.3,1.5,,0,3.2267,50.1723,Baignade loisirs,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,
