id_equipement,id_installation,installation,equipement,code_commune,commune,dep_code,departement,epci_code,epci_nom,type_equipement,categorie,proprietaire,type_proprietaire,type_gestionnaire,gestion_dsp_source,mode_gestion_calcule,surface_bassin_m2,longueur_m,largeur_m,profondeur_min_m,profondeur_max_m,nb_couloirs,type_utilisation,usage_scolaires,site_scolaire_explicit,particularite_installation,uai,qpv,qpv_flag,qpv_200m,qpv_200m_flag,longitude,latitude,activites
E001I620410067,I620410067,PISCINE GEORGES DAULLE,Bassin compétition,62041,Arras,62,Pas-de-Calais,200033579,CU d'Arras,Bassin sportif de natation,structurant,Communauté Urbaine d'Arras,EPCI,EPCI,False,Régie publique,375.0,25.0,15.0,2.0,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,QN06259M,1,"QN06259M, QN06260M",1,2.74294,50.2975,"Baignade loisirs, Natation course sportive, Natation en eau libre, Natation synchronisée"
E001I800210162,I800210162,Centre Aquatique Amiens Metropole,BASSIN SPORTIF 25M,80021,Amiens,80,Somme,248000531,CA Amiens Métropole,Bassin sportif de natation,structurant,amiens metropole,EPCI,Autre,True,DSP,400.0,25.0,21.0,0.0,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.290417,49.87343,Baignade loisirs
E004I800210162,I800210162,Centre Aquatique Amiens Metropole,Bassin Jeremy Stravius,80021,Amiens,80,Somme,248000531,CA Amiens Métropole,Bassin sportif de natation,structurant,amiens metropole,EPCI,EPCI,True,DSP,1250.0,50.0,25.0,0.0,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.290417,49.87343,"Baignade loisirs, Natation course sportive"
E004I800210059,I800210059,Coliseum,Bassin d'apprentissage,80021,Amiens,80,Somme,248000531,CA Amiens Métropole,Bassin mixte de natation,structurant,,Commune,EPCI,False,Régie publique,150.0,15.0,10.0,0.8,1.8,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,"Complexe sportif, Piscine, Patinoire",,,0,,0,2.28886,49.89368,"Aquagym, Baignade loisirs, Plongée en apnée"
E002I800210059,I800210059,Coliseum,Bassin de réception du toboggan,80021,Amiens,80,Somme,248000531,CA Amiens Métropole,Bassin ludique de natation,,,Commune,EPCI,False,Régie publique,20.0,,,1.3,1.3,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,"Complexe sportif, Piscine, Patinoire",,,0,,0,2.28886,49.89368,Baignade loisirs
E003I800210059,I800210059,Coliseum,Bassin ludique,80021,Amiens,80,Somme,248000531,CA Amiens Métropole,Bassin ludique de natation,,,Commune,EPCI,False,Régie publique,213.0,,,0.4,1.5,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,"Complexe sportif, Piscine, Patinoire",,,0,,0,2.28886,49.89368,"Aquagym, Baignade loisirs"
E001I800210059,I800210059,Coliseum,Grand bassin,80021,Amiens,80,Somme,248000531,CA Amiens Métropole,Bassin mixte de natation,structurant,,Commune,EPCI,False,Régie publique,1000.0,50.0,20.0,1.5,4.3,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,"Complexe sportif, Piscine, Patinoire",,,0,,0,2.28886,49.89368,"Aquagym, Baignade loisirs, Nage avec palmes, Natation course sportive, Natation en eau libre, Natation synchronisée, Plongée en apnée, Plongée subaquatique (Plongée libre), Water-Polo"
E002I800210027,I800210027,Piscine Le Nautilus (structurant),Bassin de natation,80021,Amiens,80,Somme,248000531,CA Amiens Métropole,Bassin ludique de natation,,Commune d'Amiens,Commune,EPCI,False,Régie publique,240.0,,,0.4,1.3,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,QN08003M,1,QN08003M,1,2.311935,49.91068,"Aquagym, Baignade loisirs"
E003I800210027,I800210027,Piscine Le Nautilus (structurant),Bassin de natation sportive,80021,Amiens,80,Somme,248000531,CA Amiens Métropole,Bassin sportif de natation,structurant,Commune d'Amiens,Commune,EPCI,False,Régie publique,375.0,25.0,15.0,1.8,1.8,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,QN08003M,1,QN08003M,1,2.311935,49.91068,"Aquagym, Baignade loisirs, Nage avec palmes, Natation course sportive, Natation synchronisée, Sauvetage en eau plate, Water-Polo"
E001I800210027,I800210027,Piscine Le Nautilus (structurant),Fosse à plongée,80021,Amiens,80,Somme,248000531,CA Amiens Métropole,Fosse à plongée,,Commune d'amiens,Commune,EPCI,False,Régie publique,45.0,,,3.0,15.0,,"[""Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,QN08003M,1,QN08003M,1,2.311935,49.91068,"Plongée en apnée, Plongée subaquatique (Plongée libre)"
E002I800010025,I800010025,Piscine : AQU'ABB,Bassin 25 m,80001,Abbeville,80,Somme,200070993,CA de la Baie de Somme,Bassin mixte de natation,structurant,,EPCI,EPCI,True,DSP,375.0,25.0,15.0,0.0,3.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,1.83996,50.11069,"Aquagym, Baignade loisirs, Natation course sportive, Natation synchronisée, Water-Polo"
E001I800010025,I800010025,Piscine : AQU'ABB,Bassin ludique 20 m,80001,Abbeville,80,Somme,200070993,CA de la Baie de Somme,Bassin ludique de natation,,,EPCI,EPCI,True,DSP,200.0,20.0,10.0,0.0,1.3,,"[""Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,1.83996,50.11069,Baignade loisirs
E001I805700001,I805700001,Centre aquatique Alméo,Bassin de natation,80570,Moreuil,80,Somme,200070969,CC Avre Luce Noye,Bassin sportif de natation,structurant,Régie de gestion d'Alméo,Etablissement Public,EPCI,False,Régie publique,312.5,25.0,12.5,1.2,2.3,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.49116,49.7673,"Aquagym, Baignade loisirs, Natation course sportive, Plongée subaquatique (Plongée libre)"
E003I805700001,I805700001,Centre aquatique Alméo,Bassin de réception toboggan,80570,Moreuil,80,Somme,200070969,CC Avre Luce Noye,Bassin de réception de toboggan,,Régie de gestion d'Alméo,Etablissement Public,EPCI,False,Régie publique,43.0,6.3,6.9,0.2,0.2,,"[""Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.49116,49.7673,Baignade loisirs
E002I805700001,I805700001,Centre aquatique Alméo,Bassin ludique,80570,Moreuil,80,Somme,200070969,CC Avre Luce Noye,Bassin ludique de natation,,Régie de gestion d'Alméo,Etablissement Public,EPCI,False,Régie publique,170.0,,,0.8,1.3,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.49116,49.7673,"Aquagym, Baignade loisirs, Natation course sportive"
E001I804100008,I804100008,Piscine Aquari'Ham,Bassin de natation sportive,80410,Ham,80,Somme,200070985,CC de l'Est de la Somme,Bassin sportif de natation,structurant,Communauté de Communes de l'Est de la Somme,EPCI,Etablissement privé commercial,,Autre gestion hors DSP,250.0,25.0,10.0,1.2,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,3.07598,49.75404,Baignade loisirs
E002I804100008,I804100008,Piscine Aquari'Ham,Bassin ludique,80410,Ham,80,Somme,200070985,CC de l'Est de la Somme,Bassin ludique de natation,,Communauté de Communes de l'Est de la Somme,EPCI,Etablissement privé commercial,True,DSP,250.0,25.0,10.0,0.8,1.8,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,3.07598,49.75404,"Aquagym, Baignade loisirs"
E001I806200002,I806200002,CENTRE AQUATIQUE,CENTRE AQUATIQUE,80620,Péronne,80,Somme,200037059,CC de la Haute Somme (Combles - Péronne - Roisel),Bassin sportif de natation,structurant,Communauté de Communes de la Haute Somme,EPCI,EPCI,False,Régie publique,375.0,25.0,15.0,1.4,2.5,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.94,49.93,"Baignade loisirs, Natation course sportive, Natation synchronisée"
E001I806200031,I806200031,Piscine Tournesol,Le grand bassin,80620,Péronne,80,Somme,200037059,CC de la Haute Somme (Combles - Péronne - Roisel),Bassin mixte de natation,structurant,,EPCI,EPCI,False,Régie publique,250.0,25.0,10.0,0.9,2.1,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.94448,49.93641,"Aquagym, Baignade loisirs, Natation course sportive, Plongée subaquatique (Plongée libre), Triathlon"
E001I806850010,I806850010,Arobase,Piscine municipale,80685,Roye,80,Somme,200070977,CC du Grand Roye,Bassin mixte de natation,structurant,Mairie de Roye,Commune,Commune,False,Régie publique,313.0,25.0,12.5,2.0,2.5,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.79947,49.69745,"Aquagym, Baignade loisirs, Natation course sportive, Natation en eau libre, Water-Polo"
E001I800160008,I800160008,Piscine Caneton,Piscine Caneton,80016,Albert,80,Somme,248000747,CC du Pays du Coquelicot,Bassin mixte de natation,structurant,Commune d'Albert,Commune,Commune,False,Régie publique,250.0,25.0,10.0,0.9,2.1,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.65671,50.0002,"Baignade loisirs, Nage avec palmes, Natation course sportive, Plongée subaquatique (Plongée libre)"
E001I803680002,I803680002,Complexe sportif Viméo,Complexe sportif Viméo,80368,Friville-Escarbotin,80,Somme,200070944,CC du Vimeu,Bassin mixte de natation,structurant,Communauté de Communes,EPCI,,,Autre gestion hors DSP,0.0,,,,,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,1.55166864395,50.0762760157,Natation course sportive
